well_id,date,status,oil_bbl,gas_mcf,water_bbl,boe,uptime_pct,downtime_min,tubing_pressure_psi,casing_pressure_psi,line_pressure_psi,flowing_temp_f,gas_oil_ratio,oil_unit_src,gas_unit_src,n_source_rows
W0001,2025-09-18,ACTIVE,45.245,219.514,452.18,81.830667,96.17,55.0,1662.8,928.6,372.4,160.8,4851.7,BBL,mcf,1
W0001,2025-09-19,ACTIVE,50.625,195.557,508.469,83.217833,93.19,98.0,1861.8,941.1,370.6,188.5,3862.9,BBL,mcf,1
W0001,2025-09-20,ACTIVE,49.076,232.83,495.385,87.881,98.86,16.0,1878.2,874.8,380.4,142.3,4744.3,BBL,mcf,1
W0001,2025-09-21,ACTIVE,46.617,207.645,472.927,81.2245,96.25,54.0,2077.8,750.6,377.5,133.9,4454.3,BBL,mcf,1
W0001,2025-09-22,ACTIVE,45.793,230.545,466.921,84.217167,96.19,55.0,1670.7,842.8,377.2,142.7,5034.5,BBL,mcf,1
W0001,2025-09-23,ACTIVE,47.578,214.172,487.582,83.273333,94.05,86.0,2057.3,950.7,269.0,151.9,4501.5,BBL,mcf,1
W0001,2025-09-24,ACTIVE,44.951,225.466,463.007,82.528667,93.62,92.0,1786.2,940.4,384.6,138.0,5015.8,BBL,mcf,1
W0001,2025-09-25,ACTIVE,45.716,205.006,473.298,79.883667,94.04,86.0,2011.9,932.4,299.6,159.2,4484.3,BBL,mcf,1
W0001,2025-09-26,ACTIVE,52.417,226.621,545.46,90.187167,91.44,123.0,1741.9,1001.4,321.7,154.4,4323.5,BBL,mcf,1
W0001,2025-09-27,ACTIVE,48.495,196.975,507.259,81.324167,95.82,60.0,,818.0,339.9,137.5,4061.7,BBL,mcf,1
W0001,2025-09-28,ACTIVE,50.712,188.927,533.192,82.199833,94.68,77.0,1815.7,1015.3,292.6,161.6,3725.5,BBL,mcf,1
W0001,2025-09-29,ACTIVE,46.064,194.875,486.843,78.543167,97.39,38.0,1823.9,852.0,352.8,146.1,4230.6,BBL,mcf,1
W0001,2025-09-30,ACTIVE,46.197,218.23,490.801,82.568667,100.0,0.0,1651.5,1070.6,271.9,148.5,4724.0,BBL,mcf,1
W0001,2025-10-01,ACTIVE,47.348,211.97,505.678,82.676333,94.13,85.0,1775.0,860.6,326.4,158.5,4476.8,BBL,mcf,1
W0001,2025-10-02,ACTIVE,46.561,197.153,499.897,79.419833,98.7,19.0,1836.9,965.0,375.2,141.7,4234.3,BBL,mcf,1
W0001,2025-10-03,ACTIVE,43.91,217.335,473.926,80.1325,97.83,31.0,1797.5,909.4,401.1,144.1,4949.6,BBL,mcf,1
W0001,2025-10-04,ACTIVE,46.777,202.95,507.557,80.602,95.35,67.0,1931.9,966.0,382.5,163.1,4338.7,BBL,mcf,1
W0001,2025-10-05,ACTIVE,45.201,214.997,493.083,81.033833,95.07,71.0,1838.9,889.6,353.9,156.0,4756.4,BBL,mcf,1
W0001,2025-10-06,ACTIVE,42.79,234.502,469.291,81.873667,92.98,101.0,1654.3,992.6,381.7,156.2,5480.3,BBL,mcf,1
W0001,2025-10-07,ACTIVE,46.547,203.716,513.244,80.499667,93.31,96.0,1809.1,845.8,389.0,148.5,4376.6,BBL,mcf,1
W0001,2025-10-08,ACTIVE,42.499,198.67,471.145,75.610667,97.24,40.0,1732.4,834.2,359.7,152.4,4674.7,BBL,mcf,1
W0001,2025-10-09,ACTIVE,43.216,195.919,481.705,75.869167,96.7,48.0,1626.2,787.4,321.3,147.9,4533.5,BBL,mcf,1
W0001,2025-10-10,ACTIVE,45.26,222.818,507.247,82.396333,98.57,21.0,1780.8,898.5,309.9,149.8,4923.0,BBL,mcf,1
W0001,2025-10-11,ACTIVE,43.525,205.875,490.476,77.8375,93.52,93.0,1862.3,1022.6,345.6,154.0,4730.1,BBL,mcf,1
W0001,2025-10-12,ACTIVE,45.982,195.06,521.022,78.492,96.67,48.0,1801.5,907.8,319.1,150.2,4242.1,BBL,mcf,1
W0001,2025-10-13,ACTIVE,45.331,220.395,516.497,82.0635,98.88,16.0,2058.4,838.6,384.9,151.8,4861.9,BBL,mcf,1
W0001,2025-10-14,ACTIVE,49.645,188.166,568.795,81.006,93.48,94.0,1728.1,730.1,329.0,142.4,3790.3,BBL,mcf,1
W0001,2025-10-15,ACTIVE,44.139,203.592,508.54,78.071,100.0,0.0,1914.1,853.8,314.1,154.9,4612.6,BBL,mcf,1
W0001,2025-10-16,ACTIVE,40.155,223.636,465.241,77.427667,99.54,7.0,1743.7,762.9,404.2,148.9,5569.4,BBL,mcf,1
W0001,2025-10-17,ACTIVE,46.704,175.56,544.184,75.964,94.2,83.0,1800.6,903.8,332.0,156.2,3759.0,BBL,mcf,1
W0001,2025-10-18,ACTIVE,40.566,195.05,475.349,73.074333,96.36,52.0,1861.7,956.9,305.0,134.7,4808.1,BBL,mcf,1
W0001,2025-10-19,ACTIVE,46.524,200.983,548.263,80.021167,93.75,90.0,1986.1,909.3,397.2,150.7,4320.0,BBL,mcf,1
W0001,2025-10-20,ACTIVE,48.407,219.88,573.724,85.053667,95.25,68.0,1916.6,951.6,404.7,140.4,4542.3,BBL,mcf,1
W0001,2025-10-21,ACTIVE,44.718,209.693,533.058,79.666833,90.72,134.0,1658.0,736.9,339.2,157.2,4689.2,BBL,mcf,1
W0001,2025-10-22,ACTIVE,46.681,195.652,559.677,79.289667,100.0,0.0,1634.4,763.7,347.8,153.8,4191.2,BBL,mcf,1
W0001,2025-10-23,ACTIVE,42.609,165.975,513.828,70.2715,95.73,61.0,1643.5,953.6,364.7,140.6,3895.3,BBL,mcf,1
W0001,2025-10-24,ACTIVE,41.253,179.135,500.384,71.108833,95.81,60.0,1914.6,821.1,370.2,144.7,4342.3,BBL,mcf,1
W0001,2025-10-25,ACTIVE,40.42,191.461,493.159,72.330167,92.89,102.0,1733.6,804.2,428.6,150.4,4736.7,BBL,mcf,1
W0001,2025-10-26,ACTIVE,40.537,195.217,497.504,73.073167,95.66,62.0,1773.5,949.1,380.3,144.7,4815.7,BBL,mcf,1
W0001,2025-10-27,ACTIVE,40.732,188.077,502.853,72.078167,89.09,157.0,1618.2,1009.3,415.8,147.5,4617.5,BBL,mcf,1
W0001,2025-10-28,ACTIVE,43.521,195.372,540.486,76.083,100.0,0.0,1934.3,889.8,311.8,133.9,4489.2,BBL,mcf,1
W0001,2025-10-29,ACTIVE,42.454,180.553,530.404,72.546167,91.73,119.0,1722.4,813.5,417.5,158.8,4252.9,BBL,mcf,1
W0001,2025-10-30,ACTIVE,41.8,209.784,525.376,76.764,96.23,54.0,1696.6,1021.8,371.6,139.6,5018.7,BBL,mcf,1
W0001,2025-10-31,ACTIVE,41.223,177.922,521.253,70.876667,91.85,117.0,1911.1,1052.8,294.1,155.6,4316.1,BBL,mcf,1
W0001,2025-11-01,ACTIVE,39.955,182.547,508.3,70.3795,94.22,83.0,1696.3,903.9,316.8,152.7,4568.8,BBL,mcf,1
W0001,2025-11-02,ACTIVE,41.333,185.295,529.052,72.2155,93.28,97.0,1730.8,960.4,370.0,140.2,4482.9,BBL,mcf,1
W0001,2025-11-03,ACTIVE,41.586,197.79,535.555,74.551,90.99,130.0,1865.2,847.0,372.8,142.4,4756.2,BBL,mcf,1
W0001,2025-11-04,ACTIVE,36.757,166.022,476.298,64.427333,96.14,56.0,1831.2,827.7,375.5,133.4,4516.7,BBL,mcf,1
W0001,2025-11-05,ACTIVE,40.941,170.997,533.805,69.4405,94.04,86.0,1805.7,831.2,334.6,160.1,4176.7,BBL,mcf,1
W0001,2025-11-06,ACTIVE,39.568,197.204,519.134,72.435333,92.61,106.0,1863.6,1015.3,251.1,142.0,4983.9,BBL,mcf,1
W0001,2025-11-07,ACTIVE,42.286,183.138,558.278,72.809,97.11,42.0,1727.5,906.9,343.8,161.7,4330.9,BBL,mcf,1
W0001,2025-11-08,ACTIVE,41.378,189.633,549.739,72.9835,94.76,75.0,1741.5,865.4,365.8,145.8,4582.9,BBL,mcf,1
W0001,2025-11-09,ACTIVE,41.348,211.573,552.829,76.610167,98.61,20.0,1760.9,996.1,333.7,129.6,5116.8,BBL,mcf,1
W0001,2025-11-10,ACTIVE,38.077,160.094,512.338,64.759333,94.95,73.0,1802.2,1034.1,363.1,147.8,4204.5,BBL,mcf,1
W0001,2025-11-11,ACTIVE,42.426,155.271,574.529,68.3045,96.71,47.0,1892.5,781.7,395.8,153.4,3659.8,BBL,mcf,1
W0001,2025-11-12,ACTIVE,39.299,191.309,535.61,71.183833,100.0,0.0,1821.8,919.9,331.6,141.5,4868.1,BBL,mcf,1
W0001,2025-11-13,ACTIVE,42.194,171.74,578.801,70.817333,96.21,55.0,1742.7,938.3,363.3,160.4,4070.3,BBL,mcf,1
W0001,2025-11-14,ACTIVE,38.854,178.742,536.469,68.644333,93.06,100.0,1746.7,930.2,380.3,140.8,4600.4,BBL,mcf,1
W0001,2025-11-15,ACTIVE,42.056,198.924,584.491,75.21,97.24,40.0,2025.2,838.1,300.2,132.2,4730.0,BBL,mcf,1
W0001,2025-11-16,ACTIVE,43.439,189.486,607.7,75.02,95.83,60.0,1833.6,810.0,447.8,151.3,4362.1,BBL,mcf,1
W0001,2025-11-17,ACTIVE,40.013,189.872,563.491,71.658333,97.44,37.0,1826.9,836.8,368.9,168.8,4745.2,BBL,mcf,1
W0001,2025-11-18,ACTIVE,42.844,200.297,607.394,76.226833,94.47,80.0,1681.2,889.9,352.2,160.9,4675.0,BBL,mcf,1
W0001,2025-11-19,ACTIVE,35.522,198.954,506.968,68.681,95.53,64.0,1748.8,819.0,283.8,158.2,5600.9,BBL,mcf,1
W0001,2025-11-20,ACTIVE,39.604,163.044,569.041,66.778,92.11,114.0,1759.7,1033.5,339.6,135.0,4116.9,BBL,mcf,1
W0001,2025-11-21,ACTIVE,38.744,175.333,560.478,67.966167,87.91,174.0,1793.5,881.5,377.8,168.5,4525.4,BBL,mcf,1
W0001,2025-11-22,ACTIVE,41.87,174.911,609.833,71.021833,92.68,105.0,2108.8,904.7,350.6,149.8,4177.5,BBL,mcf,1
W0001,2025-11-23,ACTIVE,39.579,175.994,580.433,68.911333,94.28,82.0,1734.4,897.4,328.3,142.9,4446.7,BBL,mcf,1
W0001,2025-11-24,ACTIVE,39.259,174.153,579.727,68.2845,100.0,0.0,1481.9,987.3,399.8,129.3,4436.0,BBL,mcf,1
W0001,2025-11-25,ACTIVE,38.106,172.249,566.626,66.814167,91.78,118.0,1706.7,811.2,420.1,159.4,4520.2,BBL,mcf,1
W0001,2025-11-26,ACTIVE,41.764,185.29,625.363,72.645667,92.61,106.0,1737.1,939.1,301.1,157.1,4436.6,BBL,mcf,1
W0001,2025-11-27,ACTIVE,38.143,171.3,575.174,66.693,98.13,27.0,1853.3,871.1,396.4,139.2,4491.0,BBL,mcf,1
W0001,2025-11-28,ACTIVE,40.026,182.738,607.848,70.482333,95.07,71.0,1839.1,799.9,387.0,148.2,4565.4,BBL,mcf,1
W0001,2025-11-29,ACTIVE,37.291,187.844,570.357,68.598333,93.89,88.0,1631.0,775.5,374.2,137.2,5037.2,BBL,mcf,1
W0001,2025-11-30,ACTIVE,42.441,149.102,653.786,67.291333,100.0,0.0,1825.3,892.3,328.2,154.0,3513.1,BBL,mcf,1
W0001,2025-12-01,ACTIVE,38.212,187.529,592.893,69.466833,96.34,53.0,1818.0,870.9,347.7,153.1,4907.6,BBL,mcf,1
W0001,2025-12-02,ACTIVE,34.28,157.247,535.748,60.487833,98.23,25.0,1820.5,885.3,350.7,153.5,4587.2,BBL,mcf,1
W0001,2025-12-03,ACTIVE,36.867,163.75,580.4,64.158667,96.59,49.0,1682.6,932.7,281.9,160.3,4441.7,BBL,mcf,1
W0001,2025-12-04,ACTIVE,39.08,175.836,619.781,68.386,98.95,15.0,1999.9,981.1,276.4,137.2,4499.3,BBL,mcf,2
W0001,2025-12-05,ACTIVE,36.484,172.612,582.901,65.252667,97.55,35.0,1712.9,914.9,319.8,143.9,4731.1,BBL,mcf,1
W0001,2025-12-06,ACTIVE,34.617,160.75,557.203,61.408667,91.94,116.0,1682.9,984.3,312.0,176.3,4643.6,BBL,mcf,1
W0001,2025-12-07,ACTIVE,38.828,173.637,629.68,67.7675,93.42,95.0,1884.0,853.9,354.9,175.6,4471.9,BBL,mcf,1
W0001,2025-12-08,ACTIVE,37.4,184.739,611.098,68.189833,93.89,88.0,1795.8,1041.7,324.9,168.1,4939.6,BBL,mcf,1
W0001,2025-12-09,ACTIVE,39.115,163.836,643.988,66.421,97.9,30.0,1916.7,949.7,287.2,142.7,4188.6,BBL,mcf,1
W0001,2025-12-10,ACTIVE,36.871,169.235,611.701,65.076833,97.86,31.0,1821.3,793.2,365.2,156.1,4589.9,BBL,mcf,1
W0001,2025-12-11,ACTIVE,38.586,182.532,645.106,69.008,98.5,22.0,1855.1,894.4,283.6,154.3,4730.5,BBL,mcf,1
W0001,2025-12-12,ACTIVE,37.703,172.486,635.237,66.450667,92.17,113.0,1670.3,984.3,348.4,156.8,4574.9,BBL,mcf,1
W0001,2025-12-13,ACTIVE,37.209,169.197,631.823,65.4085,98.81,17.0,1738.1,907.7,331.5,145.7,4547.2,BBL,mcf,1
W0001,2025-12-14,ACTIVE,36.366,171.044,622.377,64.873333,94.56,78.0,1950.7,828.4,342.5,145.6,4703.4,BBL,mcf,1
W0001,2025-12-15,ACTIVE,40.171,170.319,692.943,68.5575,99.1,13.0,1621.7,921.4,385.6,150.8,4239.9,BBL,mcf,1
W0001,2025-12-16,ACTIVE,39.227,161.523,682.081,66.1475,100.0,0.0,2075.9,871.0,332.2,164.5,4117.6,BBL,mcf,1
W0001,2025-12-17,ACTIVE,40.265,161.06,705.763,67.108333,94.74,76.0,1766.2,792.4,313.3,140.0,4000.0,BBL,mcf,1
W0001,2025-12-18,ACTIVE,34.999,166.363,618.431,62.726167,96.7,47.0,1986.1,820.1,389.4,147.9,4753.4,BBL,mcf,1
W0001,2025-12-19,ACTIVE,36.49,174.218,650.057,65.526333,92.63,106.0,1845.9,913.3,369.7,152.9,4774.3,BBL,mcf,1
W0001,2025-12-20,ACTIVE,41.888,158.545,752.357,68.312167,94.41,81.0,1725.2,855.6,324.5,161.9,3784.9,BBL,mcf,1
W0001,2025-12-21,ACTIVE,39.525,158.935,715.796,66.014167,93.5,94.0,1856.6,855.8,375.3,152.0,4021.1,BBL,mcf,1
W0001,2025-12-22,ACTIVE,33.028,183.037,603.136,63.534167,100.0,0.0,1726.5,869.0,361.4,153.3,5541.8,BBL,mcf,1
W0001,2025-12-23,ACTIVE,37.677,187.931,693.813,68.998833,95.47,65.0,1704.2,789.7,320.8,149.7,4988.0,BBL,mcf,1
W0001,2025-12-24,ACTIVE,40.05,158.396,743.777,66.449333,96.67,48.0,1798.0,995.1,451.1,144.7,3954.9,BBL,mcf,1
W0001,2025-12-25,ACTIVE,35.011,175.94,655.747,64.334333,98.05,28.0,2021.6,946.7,335.6,155.9,5025.3,BBL,mcf,1
W0001,2025-12-26,ACTIVE,38.378,172.957,724.991,67.204167,97.52,36.0,1928.0,993.5,405.3,156.5,4506.7,BBL,mcf,1
W0001,2025-12-27,ACTIVE,35.538,164.848,677.174,63.012667,99.62,5.0,1702.0,929.5,334.3,150.3,4638.6,BBL,mcf,1
W0001,2025-12-28,ACTIVE,38.559,164.961,741.175,66.0525,96.14,56.0,1636.8,959.7,375.8,171.6,4278.1,BBL,mcf,1
W0001,2025-12-29,ACTIVE,35.068,164.889,679.999,62.5495,96.75,47.0,1989.3,892.4,361.2,156.1,4702.0,BBL,mcf,1
W0001,2025-12-30,ACTIVE,36.042,156.95,705.102,62.200333,96.58,49.0,1928.8,817.9,355.3,143.0,4354.7,BBL,mcf,1
W0001,2025-12-31,ACTIVE,38.108,144.397,752.208,62.174167,94.32,82.0,1845.3,1025.2,347.4,144.4,3789.1,BBL,mcf,1
W0001,2026-01-01,ACTIVE,39.479,144.906,786.303,63.63,89.4,153.0,1852.8,859.8,309.2,157.1,3670.4,BBL,mcf,1
W0001,2026-01-02,ACTIVE,35.91,154.52,721.721,61.663333,92.16,113.0,1904.7,952.0,346.0,168.5,4303.0,BBL,mcf,1
W0001,2026-01-03,ACTIVE,33.042,143.357,670.187,56.934833,93.92,87.0,1794.5,919.5,340.4,153.5,4338.6,BBL,mcf,1
W0001,2026-01-04,ACTIVE,32.582,176.305,666.965,61.966167,95.75,61.0,1934.1,927.4,368.3,155.7,5411.2,BBL,mcf,1
W0001,2026-01-05,ACTIVE,36.089,166.937,745.663,63.911833,99.99,0.0,1823.6,956.7,346.4,164.4,4625.7,BBL,mcf,1
W0001,2026-01-06,ACTIVE,33.641,179.472,701.618,63.553,95.88,59.0,1628.3,910.2,322.8,158.4,5335.0,BBL,mcf,1
W0001,2026-01-07,ACTIVE,33.613,154.045,707.696,59.287167,90.33,139.0,1745.7,706.1,286.6,157.6,4582.9,BBL,mcf,1
W0001,2026-01-08,ACTIVE,36.548,163.37,776.859,63.776333,93.1,99.0,1794.3,899.7,303.7,165.0,4470.1,BBL,mcf,1
W0001,2026-01-09,ACTIVE,36.655,155.833,786.672,62.627167,96.08,56.0,1825.0,736.7,340.1,143.2,4251.3,BBL,mcf,1
W0001,2026-01-10,ACTIVE,32.654,154.812,707.645,58.456,100.0,0.0,1876.9,854.3,372.9,164.0,4740.9,BBL,mcf,1
W0001,2026-01-11,ACTIVE,36.586,158.216,800.647,62.955333,94.06,86.0,1883.8,931.5,385.8,156.4,4324.5,BBL,mcf,1
W0001,2026-01-12,ACTIVE,36.762,151.31,812.484,61.980333,99.95,1.0,1823.7,1066.0,322.4,167.4,4116.0,BBL,mcf,1
W0001,2026-01-13,ACTIVE,34.915,149.691,779.403,59.8635,94.55,79.0,1761.6,933.9,370.9,144.3,4287.3,BBL,mcf,1
W0001,2026-01-14,ACTIVE,34.377,179.955,775.15,64.3695,100.0,0.0,1852.4,903.0,354.8,156.1,5234.7,BBL,mcf,1
W0001,2026-01-15,ACTIVE,32.242,153.323,734.421,57.795833,90.99,130.0,1847.9,951.8,330.7,165.7,4755.4,BBL,mcf,1
W0001,2026-01-16,ACTIVE,31.752,139.816,730.713,55.054667,96.67,48.0,1925.7,1034.7,331.6,160.8,4403.4,BBL,mcf,1
W0001,2026-01-17,ACTIVE,34.117,153.557,793.298,59.709833,98.65,19.0,1878.3,773.9,409.1,163.8,4500.9,BBL,mcf,1
W0001,2026-01-18,ACTIVE,32.839,159.384,771.597,59.403,97.48,36.0,1831.3,856.0,323.1,149.7,4853.6,BBL,mcf,1
W0001,2026-01-19,ACTIVE,36.439,160.63,865.262,63.210667,94.89,74.0,1892.6,672.1,396.0,132.6,4408.2,BBL,mcf,1
W0001,2026-01-20,ACTIVE,33.229,142.297,797.492,56.945167,92.12,114.0,1939.3,862.6,363.9,149.5,4282.3,BBL,mcf,1
W0001,2026-01-21,ACTIVE,34.862,154.884,845.742,60.676,92.15,113.0,1919.6,860.5,287.7,145.7,4442.7,BBL,mcf,1
W0001,2026-01-22,ACTIVE,36.862,162.863,904.031,64.005833,94.95,73.0,1758.1,874.3,433.1,153.8,4418.1,BBL,mcf,1
W0001,2026-01-23,ACTIVE,34.613,164.438,858.241,62.019333,96.72,47.0,1768.9,884.3,347.1,149.6,4750.7,BBL,mcf,1
W0001,2026-01-24,ACTIVE,35.139,153.596,880.972,60.738333,98.2,26.0,1790.3,906.3,270.1,159.2,4371.1,BBL,mcf,1
W0001,2026-01-25,ACTIVE,34.293,163.372,869.464,61.521667,87.31,183.0,2050.6,888.8,394.3,139.6,4764.0,BBL,mcf,1
W0001,2026-01-26,ACTIVE,34.754,141.134,891.171,58.276333,94.13,85.0,2029.7,884.7,358.7,158.7,4061.0,BBL,mcf,1
W0001,2026-01-27,ACTIVE,34.443,153.639,893.361,60.0495,97.09,42.0,2088.4,895.4,358.0,160.5,4460.7,BBL,mcf,1
W0001,2026-01-28,ACTIVE,35.59,164.313,933.828,62.9755,97.92,30.0,1662.8,1030.7,304.1,153.0,4616.9,BBL,mcf,1
W0001,2026-01-29,ACTIVE,31.796,150.699,844.099,56.9125,96.99,43.0,1838.6,933.8,414.5,154.5,4739.5,BBL,mcf,1
W0001,2026-01-30,ACTIVE,32.745,161.246,879.605,59.619333,99.57,6.0,1652.7,947.8,378.0,147.0,4924.3,BBL,mcf,1
W0001,2026-01-31,ACTIVE,35.897,149.143,975.869,60.754167,96.38,52.0,1779.2,901.2,306.1,135.6,4154.8,BBL,mcf,1
W0001,2026-02-01,ACTIVE,36.254,141.486,997.556,59.835,93.03,100.0,1541.6,848.9,297.1,166.4,3902.6,BBL,mcf,1
W0001,2026-02-02,ACTIVE,35.018,142.851,975.388,58.8265,100.0,0.0,1917.8,874.0,250.0,172.9,4079.3,BBL,mcf,1
W0001,2026-02-03,ACTIVE,30.2,132.511,851.645,52.285167,99.07,13.0,2092.8,1010.7,372.6,155.9,4387.7,BBL,mcf,1
W0001,2026-02-04,ACTIVE,34.56,157.38,986.86,60.79,96.84,45.0,1812.5,895.0,319.8,147.2,4553.8,BBL,mcf,1
W0001,2026-02-05,ACTIVE,29.475,148.097,852.348,54.157833,93.03,100.0,1667.6,914.4,405.7,159.2,5024.5,BBL,mcf,1
W0001,2026-02-06,ACTIVE,29.653,138.499,868.541,52.736167,98.82,17.0,1682.1,882.0,372.0,140.3,4670.7,BBL,mcf,1
W0001,2026-02-07,ACTIVE,32.875,134.626,975.474,55.312667,94.2,84.0,1838.4,772.6,367.6,149.8,4095.1,BBL,mcf,1
W0001,2026-02-08,ACTIVE,33.68,150.502,1012.556,58.763667,100.0,0.0,1815.0,865.6,354.9,155.4,4468.6,BBL,mcf,1
W0001,2026-02-09,ACTIVE,32.626,148.288,993.98,57.340667,93.89,88.0,1720.5,787.8,420.0,137.6,4545.0,BBL,mcf,1
W0001,2026-02-10,ACTIVE,31.113,140.138,960.706,54.469333,98.68,19.0,1764.6,999.8,323.1,152.8,4504.1,BBL,mcf,1
W0001,2026-02-11,ACTIVE,30.771,169.361,963.17,58.997833,92.44,109.0,1837.2,950.7,366.6,148.1,5503.9,BBL,mcf,1
W0001,2026-02-12,ACTIVE,32.076,147.394,1017.935,56.641667,95.56,64.0,1915.7,1076.8,327.7,136.3,4595.2,BBL,mcf,2
W0001,2026-02-13,ACTIVE,32.089,173.117,1032.695,60.941833,93.59,92.0,1996.7,1034.2,327.9,155.7,5394.8,BBL,mcf,1
W0001,2026-02-14,ACTIVE,35.339,142.45,1142.621,59.080667,95.39,66.0,1730.2,818.8,324.0,137.8,4031.0,BBL,mcf,1
W0001,2026-02-15,ACTIVE,32.193,138.16,1040.891,55.219667,96.7,48.0,1613.3,926.5,383.3,130.1,4291.7,BBL,mcf,1
W0001,2026-02-16,ACTIVE,32.78,158.253,1059.89,59.1555,92.37,110.0,2000.7,933.5,321.8,149.4,4827.7,BBL,mcf,1
W0001,2026-02-17,ACTIVE,33.066,146.204,1069.148,57.433333,97.62,34.0,1689.5,913.5,293.5,148.9,4421.5,BBL,mcf,1
W0001,2026-02-18,ACTIVE,30.197,137.659,976.381,53.140167,99.71,4.0,1931.0,948.7,306.3,146.8,4558.7,BBL,mcf,1
W0001,2026-02-19,ACTIVE,34.183,146.272,1105.247,58.561667,100.0,0.0,1847.2,915.4,337.6,151.3,4279.1,BBL,mcf,1
W0001,2026-02-20,ACTIVE,31.508,151.704,1018.751,56.792,98.87,16.0,1705.7,793.5,276.6,155.1,4814.8,BBL,mcf,1
W0001,2026-02-21,ACTIVE,29.633,122.507,958.137,50.050833,97.17,41.0,2099.2,899.5,383.5,150.8,4134.1,BBL,mcf,1
W0001,2026-02-22,ACTIVE,31.482,153.214,1017.907,57.017667,95.13,70.0,1832.1,925.7,323.3,159.9,4866.8,BBL,mcf,1
W0001,2026-02-23,ACTIVE,31.274,136.061,1011.182,53.950833,97.61,34.0,1692.2,902.3,349.6,160.9,4350.7,BBL,mcf,1
W0001,2026-02-24,ACTIVE,32.44,143.12,1048.894,56.293333,98.45,22.0,1966.8,944.6,350.4,136.9,4411.8,BBL,mcf,1
W0001,2026-02-25,ACTIVE,29.466,140.025,952.749,52.8035,94.17,84.0,1777.6,904.5,371.2,149.3,4752.0,BBL,mcf,1
