Site Code,Well ID,Datetime,Status,Oil (bbl),Gas (mcf),Water (bbl),BOE (bbl)
S01,W0022,2025-10-02,ACTIVE,251.52,1332.96,257.54,473.68
S01,W0022,2025-10-03,ACTIVE,241.55,1420.38,247.5,478.28
S01,W0022,2025-10-04,ACTIVE,240.62,1486.42,246.7,488.36
S01,W0022,2025-10-05,ACTIVE,284.49,1439,291.88,524.32
S01,W0022,2025-10-06,ACTIVE,251.6,1462.28,258.3,495.31
S01,W0022,2025-10-07,ACTIVE,230.58,1556.99,236.88,490.08
S01,W0022,2025-10-08,ACTIVE,239.74,1643.17,246.46,513.6
S01,W0022,2025-10-09,ACTIVE,270.25,1427.12,278,508.1
S01,W0022,2025-10-10,ACTIVE,251.3,1447.38,258.68,492.53
S01,W0022,2025-10-11,ACTIVE,248.29,1521.6,255.75,501.89
S01,W0022,2025-10-12,ACTIVE,254.7,1296.23,262.52,470.74
S01,W0022,2025-10-13,ACTIVE,249.28,1336.94,257.1,472.1
S01,W0022,2025-10-14,ACTIVE,263.68,1476.47,272.14,509.76
S01,W0022,2025-10-15,ACTIVE,247.34,1495.17,255.44,496.54
S01,W0022,2025-10-16,ACTIVE,235.1,1257.97,242.96,444.76
S01,W0022,2025-10-17,ACTIVE,236.05,1468.74,244.1,480.84
S01,W0022,2025-10-18,ACTIVE,255.45,1301.63,264.34,472.39
S01,W0022,2025-10-19,ACTIVE,209.65,1313.29,217.09,428.53
S01,W0022,2025-10-20,ACTIVE,239.23,1395.89,247.88,471.88
S01,W0022,2025-10-21,ACTIVE,248.27,1256.61,257.41,457.71
S01,W0022,2025-10-22,ACTIVE,266.16,1319.02,276.14,486
S01,W0022,2025-10-23,ACTIVE,272.47,1329.61,282.88,494.07
S01,W0022,2025-10-25,ACTIVE,261.91,1485.29,272.27,509.46
S01,W0022,2025-10-26,ACTIVE,234.87,1390.62,244.32,466.64
S01,W0022,2025-10-27,ACTIVE,262.61,1269.98,273.36,474.27
S01,W0022,2025-10-28,ACTIVE,248.14,1433.51,258.47,487.06
S01,W0022,2025-10-29,ACTIVE,249.04,1264.51,259.57,459.79
S01,W0022,2025-10-30,ACTIVE,255.62,1373.44,266.61,484.53
S01,W0022,2025-10-31,ACTIVE,238.85,1194.85,249.28,437.99
S01,W0022,2025-11-01,ACTIVE,230.29,1496.46,240.5,479.7
S01,W0022,2025-11-02,ACTIVE,237.52,1443.23,248.22,478.06
S01,W0022,2025-11-03,ACTIVE,269.31,1279.04,281.63,482.48
S01,W0022,2025-11-04,ACTIVE,257.2,1447.97,269.14,498.53
S01,W0022,2025-11-05,ACTIVE,225.7,1361.01,236.34,452.54
S01,W0022,2025-11-06,ACTIVE,251.34,1269.55,263.35,462.93
S01,W0022,2025-11-07,ACTIVE,252.16,1264.94,264.39,462.98
S01,W0022,2025-11-08,ACTIVE,244.35,1310.91,256.37,462.84
S01,W0022,2025-11-09,ACTIVE,235.06,1453.13,246.78,477.25
S01,W0022,2025-11-11,ACTIVE,238.68,1356.98,250.92,464.84
S01,W0022,2025-11-12,ACTIVE,251.23,1261.67,264.28,461.51
S01,W0022,2025-11-13,ACTIVE,238.22,1419.46,250.76,474.8
S01,W0022,2025-11-15,ACTIVE,241.27,1362.56,254.3,468.36
S01,W0022,2025-11-17,ACTIVE,239.99,1177.16,253.29,436.18
S01,W0022,2025-11-18,ACTIVE,262.81,1402.36,277.56,496.54
S01,W0022,2025-11-19,ACTIVE,227.3,1384.81,240.21,458.1
S01,W0022,2025-11-20,ACTIVE,272.23,1370.07,287.88,500.58
S01,W0022,2025-11-21,ACTIVE,272.08,1316.62,287.91,491.52
S01,W0022,2025-11-22,ACTIVE,265.09,1455.67,280.7,507.7
S01,W0022,2025-11-23,ACTIVE,264.23,1349.16,279.98,489.09
S01,W0022,2025-11-25,ACTIVE,260.73,1333.72,276.62,483.02
S01,W0022,2025-11-26,ACTIVE,230.41,1381.81,244.62,460.71
S01,W0022,2025-11-27,ACTIVE,209.27,1343.91,222.32,433.26
S01,W0022,2025-11-28,ACTIVE,249.59,1444.96,265.33,490.42
S01,W0022,2025-11-29,ACTIVE,236.88,1352.63,251.99,462.32
S01,W0022,2025-11-30,ACTIVE,258.11,1319.55,274.75,478.04
S01,W0022,2025-12-01,ACTIVE,236.95,1210.02,252.39,438.62
S01,W0022,2025-12-02,ACTIVE,245.06,1283.67,261.21,459.01
S01,W0022,2025-12-03,ACTIVE,220.35,1271.59,235.02,432.28
S01,W0022,2025-12-04,ACTIVE,235.94,1231.65,251.82,441.22
S01,W0022,2025-12-05,ACTIVE,241.46,1444.58,257.88,482.22
S01,W0022,2025-12-06,ACTIVE,229.03,1393.96,244.76,461.36
S01,W0022,2025-12-07,ACTIVE,262.65,1423.01,280.88,499.82
S01,W0022,2025-12-08,ACTIVE,249.36,1405.88,266.84,483.67
S01,W0022,2025-12-09,ACTIVE,249.68,1372.74,267.35,478.47
S01,W0022,2025-12-10,ACTIVE,245.96,1260.22,263.55,456
S01,W0022,2025-12-11,ACTIVE,236.79,1180.63,253.89,433.56
S01,W0022,2025-12-12,ACTIVE,239.16,1298.81,256.6,455.63
S01,W0022,2025-12-13,ACTIVE,238.85,1325.3,256.43,459.73
S01,W0022,2025-12-14,ACTIVE,258.81,1401.43,278.05,492.38
S01,W0022,2025-12-15,ACTIVE,260.83,1354.77,280.4,486.63
S01,W0022,2025-12-16,ACTIVE,242.83,1445.85,261.22,483.81
S01,W0022,2025-12-17,ACTIVE,243.57,1450.12,262.19,485.26
S01,W0022,2025-12-18,ACTIVE,248.67,1540.58,267.86,505.43
S01,W0022,2025-12-19,ACTIVE,248.03,1322.75,267.35,468.49
S01,W0022,2025-12-20,ACTIVE,251.57,1441.65,271.34,491.85
S01,W0022,2025-12-21,ACTIVE,247.83,1323.38,267.48,468.39
S01,W0022,2025-12-22,ACTIVE,220.18,1457.97,237.79,463.18
S01,W0022,2025-12-24,ACTIVE,263.12,1331.23,284.55,484.99
S01,W0022,2025-12-25,ACTIVE,239.32,1309.13,258.98,457.51
S01,W0022,2025-12-26,ACTIVE,241.83,1214.46,261.87,444.24
S01,W0022,2025-12-27,ACTIVE,260.96,1436.43,282.77,500.37
S01,W0022,2025-12-28,ACTIVE,230.87,1397.26,250.33,463.75
S01,W0022,2025-12-29,ACTIVE,274.26,1213.66,297.58,476.54
S01,W0022,2025-12-30,ACTIVE,230.07,1277.06,249.79,442.91
S01,W0022,2025-12-31,ACTIVE,274.36,1338.19,298.07,497.39
S01,W0022,2026-01-01,ACTIVE,234.4,1239.36,254.82,440.96
S01,W0022,2026-01-03,ACTIVE,226.74,1466.87,246.83,471.22
S01,W0022,2026-01-04,ACTIVE,238.78,1271.28,270.11,450.66
S01,W0022,2026-01-05,ACTIVE,245.86,1442.17,267.99,486.22
S01,W0022,2026-01-06,ACTIVE,235.76,1199.04,257.15,435.6
S01,W0022,2026-01-07,ACTIVE,233.62,1311.85,254.98,452.26
S01,W0022,2026-01-08,ACTIVE,238.97,1289.64,261,453.91
S01,W0022,2026-01-09,ACTIVE,231.54,1404.29,253.04,465.59
S01,W0022,2026-01-11,ACTIVE,236.81,1460.59,259.15,480.24
S01,W0022,2026-01-12,ACTIVE,258.75,1490.39,283.34,507.15
S01,W0022,2026-01-13,ACTIVE,249.8,1223.91,273.72,453.79
S01,W0022,2026-01-14,ACTIVE,211.42,1275.69,231.82,424.04
S01,W0022,2026-01-15,ACTIVE,253.56,1331.76,278.2,475.52
S01,W0022,2026-01-16,ACTIVE,246.97,1210.44,271.16,448.71
S01,W0022,2026-01-17,ACTIVE,249.36,1513.96,273.97,501.69
S01,W0022,2026-01-18,ACTIVE,204.69,1273.84,225.03,417
S01,W0022,2026-01-19,ACTIVE,234.5,1154.17,257.98,426.86
S01,W0022,2026-01-20,ACTIVE,244.91,1377.99,269.61,474.58
S01,W0022,2026-01-21,ACTIVE,241.53,1295.42,266.06,457.43
S01,W0022,2026-01-22,ACTIVE,236.55,1318.22,260.75,456.25
S01,W0022,2026-01-23,ACTIVE,238.71,1281.74,263.3,452.33
S01,W0022,2026-01-24,ACTIVE,248.74,1118.83,274.55,435.21
S01,W0022,2026-01-25,ACTIVE,238.29,1383.13,263.18,468.81
S01,W0022,2026-01-26,ACTIVE,247.5,1285.93,273.54,461.82
S01,W0022,2026-01-27,ACTIVE,227.39,1301.6,251.48,444.32
S01,W0022,2026-01-28,ACTIVE,236.47,1316.87,261.69,455.95
S01,W0022,2026-01-29,ACTIVE,245.03,1391.61,271.35,476.97
S01,W0022,2026-01-30,ACTIVE,232.54,1445.87,257.68,473.52
S01,W0022,2026-01-31,ACTIVE,233.63,1487.97,259.06,481.63
S01,W0022,2026-02-01,ACTIVE,264.16,1286.46,293.1,478.57
S01,W0022,2026-02-02,ACTIVE,218.91,1340.82,243.05,442.38
S01,W0022,2026-02-03,ACTIVE,216.01,1232.77,240,421.47
S01,W0022,2026-02-05,ACTIVE,246.01,1467.84,273.69,490.65
S01,W0022,2026-02-06,ACTIVE,230.73,1432.98,256.86,469.56
S01,W0022,2026-02-07,ACTIVE,253.82,1288.62,282.75,468.59
S01,W0022,2026-02-08,ACTIVE,243.43,1265.75,271.36,454.39
S01,W0022,2026-02-09,ACTIVE,249.93,1301.04,278.78,466.77
S01,W0022,2026-02-10,ACTIVE,256.18,1339.51,285.95,479.43
S01,W0022,2026-02-11,ACTIVE,198.02,1366.59,221.17,425.79
S01,W0022,2026-02-12,ACTIVE,258.07,1255.16,288.44,467.26
S01,W0022,2026-02-13,ACTIVE,249.86,1226.99,279.45,454.36
S01,W0022,2026-02-14,ACTIVE,233.79,1250,261.64,442.12
S01,W0022,2026-02-15,ACTIVE,244.96,1341.91,274.32,468.61
S01,W0022,2026-02-16,ACTIVE,243.77,1311.25,273.17,462.31
S01,W0022,2026-02-17,ACTIVE,212.88,1214.89,238.72,415.36
S01,W0022,2026-02-19,ACTIVE,255.32,1132.72,286.68,444.11
S01,W0022,2026-02-20,ACTIVE,220.07,1171.6,247.26,415.34
S01,W0022,2026-02-21,ACTIVE,234.01,1369.48,263.1,462.26
S01,W0022,2026-02-22,ACTIVE,231,1081.26,259.89,411.21
S01,W0022,2026-02-23,ACTIVE,235.38,1221.52,265,438.97
S01,W0022,2026-02-24,ACTIVE,224.02,1262.4,252.36,434.42
S01,W0022,2026-02-25,ACTIVE,229.28,1383.5,258.47,459.86
S01,W0022,2026-02-26,ACTIVE,243.66,1345.77,274.86,467.96
S01,W0022,2026-02-27,ACTIVE,227.05,1175.26,256.29,422.93
S01,W0022,2026-02-28,ACTIVE,227.41,1342.64,256.87,451.18
S01,W0022,2026-03-01,ACTIVE,230.4,1345.17,260.42,454.6
S01,W0022,2026-03-02,ACTIVE,239.44,1326.4,270.81,460.51
S01,W0022,2026-03-03,ACTIVE,243.62,1389.37,275.71,475.18
S01,W0022,2026-03-04,ACTIVE,222.77,1136.9,252.29,412.25
S01,W0022,2026-03-05,ACTIVE,238.04,1282.85,275.24,451.85
S01,W0022,2026-03-07,ACTIVE,215.72,1292.47,244.8,431.13
S01,W0022,2026-03-08,ACTIVE,219.74,1169.96,261.44,414.73
S01,W0022,2026-03-09,ACTIVE,234.16,1277.17,266.06,447.02
S01,W0022,2026-03-10,ACTIVE,242.27,1397.31,275.46,475.16
S01,W0022,2026-03-11,ACTIVE,245.34,1280.09,279.13,458.69
S01,W0022,2026-03-12,ACTIVE,239.47,1248.79,272.64,447.6
S01,W0022,2026-03-13,ACTIVE,233.57,1201.04,266.09,433.74
S01,W0022,2026-03-14,ACTIVE,229.36,1255.8,261.47,438.66
S01,W0022,2026-03-15,ACTIVE,255.61,1347.06,291.59,480.12
S01,W0022,2026-03-16,ACTIVE,236.58,1457.85,270.06,479.56
S01,W0022,2026-03-17,ACTIVE,201.16,1107.16,229.77,385.69
S01,W0022,2026-03-18,ACTIVE,254.61,1235.21,291.03,460.48
S01,W0022,2026-03-19,ACTIVE,224.56,1231.37,256.84,429.79
S01,W0022,2026-03-20,ACTIVE,221.93,1216.36,254.01,424.66
S01,W0022,2026-03-21,ACTIVE,222.56,1258.97,254.9,432.39
S01,W0022,2026-03-22,ACTIVE,241.56,1209.34,276.83,443.12
S01,W0022,2026-03-23,ACTIVE,231.66,1195.55,265.67,430.92
S01,W0022,2026-03-24,ACTIVE,264.12,1234.82,303.1,469.92
S01,W0022,2026-03-25,ACTIVE,216.66,1301.83,248.8,433.63
S01,W0022,2026-03-26,ACTIVE,224.2,1291.14,257.62,439.39
S01,W0022,2026-03-27,ACTIVE,230.55,1185.54,265.1,428.14
S01,W0022,2026-03-28,ACTIVE,225.8,1212.35,259.8,427.86
S01,W0022,2026-03-29,ACTIVE,250.24,1140.57,288.12,440.34
S01,W0022,2026-03-30,ACTIVE,212.27,1290.6,244.56,427.37
S01,W0022,2026-03-31,ACTIVE,236.92,1071.48,273.14,415.5
S01,W0022,2026-04-02,ACTIVE,237.2,1259.36,273.83,447.09
S01,W0022,2026-04-03,ACTIVE,226.55,1142.55,261.7,416.98
S01,W0022,2026-04-04,ACTIVE,203.48,1237.14,235.21,409.67
S01,W0022,2026-04-06,ACTIVE,224.64,1233.28,260.01,430.19
S01,W0022,2026-04-07,ACTIVE,219.41,1302.13,254.12,436.43
S01,W0022,2026-04-08,ACTIVE,228.83,1246.28,265.21,436.54
S01,W0022,2026-04-09,ACTIVE,208.56,1106.59,241.88,392.99
S01,W0022,2026-04-10,ACTIVE,228.66,1348.59,265.36,453.42
S01,W0022,2026-04-11,ACTIVE,240.33,1503.43,279.09,490.9
S01,W0022,2026-04-12,ACTIVE,232.88,1063.99,270.62,410.21
S01,W0022,2026-04-13,ACTIVE,202.74,1109.54,235.76,387.66
S01,W0022,2026-04-14,ACTIVE,201.34,1161.02,234.28,394.84
S01,W0022,2026-04-15,ACTIVE,216.79,1297.45,252.43,433.03
S01,W0022,2026-04-16,ACTIVE,257.56,1322.17,300.09,477.92
S01,W0022,2026-04-17,ACTIVE,221.63,1122.03,258.4,408.64
S01,W0022,2026-04-18,ACTIVE,244.66,1109.3,285.44,429.54
S01,W0022,2026-04-19,ACTIVE,220.46,1096.57,257.38,403.22
S01,W0022,2026-04-20,ACTIVE,215.71,1141.59,252,405.98
S01,W0022,2026-04-21,ACTIVE,234.66,1212.05,274.32,436.67
S01,W0022,2026-04-22,ACTIVE,231.36,1343.52,270.64,455.28
S01,W0022,2026-04-23,ACTIVE,194.91,1233.67,228.16,400.52
S01,W0022,2026-04-24,ACTIVE,237.31,1026.89,277.97,408.46
S01,W0022,2026-04-25,ACTIVE,219.72,1230.68,257.54,424.83
S01,W0022,2026-04-26,ACTIVE,216.33,1122.78,253.73,403.46
S01,W0022,2026-04-27,ACTIVE,233.72,1295.77,274.31,449.68
S01,W0022,2026-04-28,ACTIVE,238.05,1076.13,279.57,417.41
S01,W0022,2026-04-29,ACTIVE,204.33,1186.85,240.13,402.14
S01,W0022,2026-04-30,ACTIVE,218.13,1263.6,256.52,428.73
S01,W0022,2026-05-01,ACTIVE,226.7,1213.88,266.77,429.01
S01,W0022,2026-05-02,ACTIVE,238.78,1168.59,281.18,433.54
S01,W0022,2026-05-04,ACTIVE,216.16,1265.16,252.46,427.02
S01,W0022,2026-05-05,ACTIVE,223.78,1198.14,264.04,423.47
S01,W0022,2026-05-06,ACTIVE,246.09,1218.45,294.59,449.17
S01,W0022,2026-05-08,ACTIVE,223.87,1114.35,264.66,409.6
S01,W0022,2026-05-09,ACTIVE,218.19,1138.22,258.12,407.89
S01,W0022,2026-05-10,ACTIVE,214.02,1104.42,253.35,398.09
S01,W0022,2026-05-11,ACTIVE,193.02,1130.18,228.65,381.38
S01,W0022,2026-05-13,ACTIVE,199.48,1271.82,236.62,411.45
S01,W0022,2026-05-14,ACTIVE,228.32,1225.45,271,432.56
S01,W0022,2026-05-15,ACTIVE,223.71,1282.45,265.7,437.45
S01,W0022,2026-05-16,ACTIVE,237.71,1256.79,282.52,447.18
S01,W0022,2026-05-17,ACTIVE,248.69,1293.32,295.77,464.24
S01,W0022,2026-05-18,ACTIVE,217.36,1233.9,258.68,423.01
S01,W0022,2026-05-19,ACTIVE,213.57,1405.58,254.34,447.83
S01,W0022,2026-05-20,ACTIVE,214.26,1083.46,255.32,394.84
S01,W0022,2026-05-21,ACTIVE,205.16,1144.06,244.64,395.84
S01,W0022,2026-05-22,ACTIVE,252.83,1158.7,301.69,445.95
S01,W0022,2026-05-23,ACTIVE,241.16,1334.53,287.96,463.58
S01,W0022,2026-05-24,ACTIVE,215.88,1264.13,257.94,426.57
S01,W0022,2026-05-25,ACTIVE,194.05,1284.54,232.01,408.14
S01,W0022,2026-05-26,ACTIVE,211.14,1205.51,252.61,412.06
S01,W0022,2026-05-27,ACTIVE,244.52,1150.1,292.74,436.2
S01,W0022,2026-05-28,ACTIVE,232.88,1309.42,278.99,451.12
S01,W0022,2026-05-29,ACTIVE,226.17,1326.04,271.13,447.18
S01,W0022,2026-05-30,ACTIVE,225,1242.94,269.91,432.16
S01,W0022,2026-05-31,ACTIVE,194.33,1208.97,233.27,395.83
S01,W0022,2026-06-01,ACTIVE,215.1,1143.72,258.37,405.72
S01,W0022,2026-06-02,ACTIVE,234.53,1215.51,281.9,437.12
S01,W0022,2026-06-03,ACTIVE,224.73,1149.29,270.3,416.28
S01,W0022,2026-06-04,ACTIVE,224.24,1289.39,269.9,439.14
S01,W0022,2026-06-06,ACTIVE,226.2,1197.27,272.61,425.75
S01,W0022,2026-06-07,ACTIVE,228.42,1323.37,275.47,448.98
S01,W0022,2026-06-09,ACTIVE,222.52,1331.37,268.71,444.42
S01,W0022,2026-06-10,ACTIVE,227.87,1175.94,275.36,423.86
S01,W0022,2026-06-11,ACTIVE,226.33,1247.4,273.67,434.23
S01,W0022,2026-06-12,ACTIVE,222.08,1205.89,268.71,423.06
S01,W0022,2026-06-13,ACTIVE,230.91,1197.44,279.58,430.48
S01,W0022,2026-06-14,ACTIVE,217.23,1221.59,263.19,420.83
S01,W0022,2026-06-16,ACTIVE,209.91,1295.43,254.66,425.82
S01,W0022,2026-06-18,ACTIVE,221.2,1179.31,268.72,417.75
S01,W0022,2026-06-19,ACTIVE,211.16,1221.33,256.69,414.72
S01,W0022,2026-06-20,ACTIVE,200.46,1211.13,243.84,402.32
S01,W0022,2026-06-21,ACTIVE,229.46,1214.14,279.31,431.82
S01,W0022,2026-06-22,ACTIVE,233.22,1204.81,284.08,434.02
S01,W0022,2026-06-23,ACTIVE,229.37,1304.15,279.57,446.73
S01,W0022,2026-06-24,ACTIVE,228.36,1254.13,278.52,437.38
S01,W0022,2026-06-25,ACTIVE,212.11,1044.67,258.88,386.22
S01,W0022,2026-06-26,ACTIVE,216.93,1178.09,264.93,413.28
S01,W0022,2026-06-27,ACTIVE,205.64,1290.31,251.31,420.69
S01,W0022,2026-06-28,ACTIVE,228.87,1121.76,279.88,415.83
S01,W0022,2026-06-29,ACTIVE,231.04,1139.2,282.72,420.91
S01,W0022,2026-06-30,ACTIVE,229.58,1261.33,281.13,439.8
S01,W0022,2026-07-01,ACTIVE,244.58,1191.78,299.69,443.21
S01,W0022,2026-07-02,ACTIVE,207.77,1298.01,254.76,424.11
S01,W0022,2026-07-03,ACTIVE,207.72,1155.13,254.87,400.24
S01,W0022,2026-07-04,ACTIVE,226.27,1176.97,277.82,422.43
S01,W0022,2026-07-05,ACTIVE,206.11,1077.41,253.23,385.68
S01,W0022,2026-07-06,ACTIVE,206.35,1210.08,253.69,408.03
S01,W0022,2026-07-07,ACTIVE,198.26,1184.06,243.9,395.6
S01,W0022,2026-07-08,ACTIVE,204.97,1236.14,252.32,410.99
S01,W0022,2026-07-09,ACTIVE,205.56,1291.16,253.22,420.75
S01,W0022,2026-07-10,ACTIVE,218.24,1043.93,269.02,392.23
S01,W0022,2026-07-11,ACTIVE,188.1,1240.24,232.02,394.81
S01,W0022,2026-07-12,ACTIVE,198.2,1323.27,244.64,418.75
S01,W0022,2026-07-13,ACTIVE,203.62,1285.26,251.51,417.83
S01,W0022,2026-07-14,ACTIVE,193.42,1216.84,239.06,396.23
S01,W0022,2026-07-15,ACTIVE,197.83,1136.99,244.67,387.33
S01,W0022,2026-07-16,ACTIVE,234.42,1038.64,290.13,407.53
S01,W0022,2026-07-17,ACTIVE,222.78,1261.83,275.9,433.09
S01,W0022,2026-07-18,ACTIVE,227.47,1048.93,281.9,402.29
S01,W0022,2026-07-19,ACTIVE,220.13,1074.32,272.98,399.18
S01,W0022,2026-07-20,ACTIVE,218.22,1307.59,270.79,436.15
S01,W0022,2026-07-21,ACTIVE,231.38,1277.15,287.31,444.24
S01,W0022,2026-07-22,ACTIVE,223.94,1185.16,278.27,421.47
S01,W0022,2026-07-23,ACTIVE,235.71,1208.62,293.08,437.15
S01,W0022,2026-07-24,ACTIVE,220.57,910.63,274.43,372.34
S01,W0022,2026-07-25,ACTIVE,214.73,1134.26,267.35,403.77
S01,W0022,2026-07-26,ACTIVE,212.66,1121.64,264.95,399.6
S01,W0022,2026-07-27,ACTIVE,209.94,1168.29,261.74,404.66
S01,W0022,2026-07-28,ACTIVE,235.27,924.77,293.51,389.4
S01,W0022,2026-07-29,ACTIVE,221.72,1110.66,276.78,406.83
S01,W0022,2026-07-30,ACTIVE,210.5,1144.22,262.96,401.2
S01,W0022,2026-07-31,ACTIVE,219.5,1183.99,274.38,416.83
S01,W0022,2026-08-01,ACTIVE,224.52,1161.31,280.84,418.07
S01,W0022,2026-08-02,ACTIVE,246.29,1214.45,308.28,448.7
S01,W0022,2026-08-05,ACTIVE,202.55,1158.8,254.04,395.68
S01,W0022,2026-08-06,ACTIVE,219.58,1260.76,270.38,429.71
S01,W0022,2026-08-07,ACTIVE,210.33,1181.54,264.14,407.25
S01,W0022,2026-08-08,ACTIVE,223.85,1191.57,281.31,422.45
S01,W0022,2026-08-09,ACTIVE,249.22,1181.61,313.41,446.16
S01,W0022,2026-08-10,ACTIVE,220.18,1132.42,277.07,408.92
S01,W0022,2026-08-11,ACTIVE,203.99,1193.31,256.87,402.88
S01,W0022,2026-08-12,ACTIVE,200.44,1222.68,252.57,404.22
S01,W0022,2026-08-13,ACTIVE,204.39,1035.24,257.71,376.93
S01,W0022,2026-08-14,ACTIVE,217.49,1143.84,274.41,408.13
S01,W0022,2026-08-15,ACTIVE,216.01,1196.47,272.73,415.42
S01,W0022,2026-08-16,ACTIVE,198.56,1029.17,250.87,370.09
S01,W0022,2026-08-17,ACTIVE,189.09,1175.6,239.06,385.02
S01,W0022,2026-08-18,ACTIVE,223.19,1280.75,282.36,436.65
S01,W0022,2026-08-19,ACTIVE,208.45,1086.46,263.89,389.53
S01,W0022,2026-08-20,ACTIVE,202.68,1083.24,256.75,383.22
S01,W0022,2026-08-21,ACTIVE,211.2,1115.94,267.73,397.19
S01,W0022,2026-08-22,ACTIVE,210.1,1230.09,266.51,415.12
S01,W0022,2026-08-23,ACTIVE,219.36,1075.52,278.45,398.61
S01,W0022,2026-08-24,ACTIVE,221.82,1050.85,281.75,396.96
S01,W0022,2026-08-25,ACTIVE,208.59,1286.1,265.13,422.94
S01,W0022,2026-08-26,ACTIVE,214.46,1086.68,272.76,395.57
S01,W0026,2025-08-27,ACTIVE,303,1602.71,303,570.12
S01,W0026,2025-08-28,ACTIVE,303.29,1523.36,303.48,557.18
S01,W0026,2025-08-29,ACTIVE,281.82,1544.11,282.19,539.17
S01,W0026,2025-08-30,ACTIVE,294.09,1630.25,294.67,565.8
S01,W0026,2025-08-31,ACTIVE,289.46,1644.22,290.23,563.5
S01,W0026,2025-09-01,ACTIVE,275.06,1501.38,275.97,525.29
S01,W0026,2025-09-02,ACTIVE,311.69,1468.16,312.92,556.38
S01,W0026,2025-09-03,ACTIVE,317.48,1580.8,318.94,580.95
S01,W0026,2025-09-04,ACTIVE,284.91,1643.48,286.42,558.82
S01,W0026,2025-09-05,ACTIVE,294.98,1685.32,296.73,575.87
S01,W0026,2025-09-06,ACTIVE,288.36,1643.67,290.26,562.31
S01,W0026,2025-09-07,ACTIVE,306.42,1444.47,308.64,547.17
S01,W0026,2025-09-08,ACTIVE,314.11,1780.44,316.6,610.85
S01,W0026,2025-09-09,ACTIVE,285.46,1739.27,287.9,575.34
S01,W0026,2025-09-10,ACTIVE,306.97,1579.39,312.97,570.2
S01,W0026,2025-09-11,ACTIVE,279.85,1707.53,282.63,564.44
S01,W0026,2025-09-13,ACTIVE,276.61,1624.45,279.72,547.35
S01,W0026,2025-09-14,ACTIVE,314.69,1596.8,318.44,580.82
S01,W0026,2025-09-15,ACTIVE,274.18,1567.67,277.63,535.46
S01,W0026,2025-09-16,ACTIVE,310.06,1511.14,314.16,561.92
S01,W0026,2025-09-17,ACTIVE,296.65,1701.35,300.77,580.21
S01,W0026,2025-09-18,ACTIVE,316.8,1633.85,321.42,589.11
S01,W0026,2025-09-19,ACTIVE,323.23,1530.63,328.16,578.34
S01,W0026,2025-09-20,ACTIVE,280.77,1643.37,285.24,554.67
