Site Code,Well ID,Datetime,Status,Oil (bbl),Gas (mcf),Water (bbl),BOE (bbl)
S08,W0005,2025-10-16,ACTIVE,307.2,1687.78,258.39,588.5
S08,W0005,2025-10-17,ACTIVE,309.17,1572.24,260.19,571.21
S08,W0005,2025-10-18,ACTIVE,340.11,1766.59,286.38,634.54
S08,W0005,2025-10-19,ACTIVE,304.53,1641.68,256.56,578.14
S08,W0005,2025-10-20,ACTIVE,257.05,1661.36,216.68,533.94
S08,W0005,2025-10-21,ACTIVE,290.96,1695.7,245.41,573.58
S08,W0005,2025-10-22,ACTIVE,362.94,1497.52,306.29,612.53
S08,W0005,2025-10-23,ACTIVE,316.93,1449.88,267.6,558.58
S08,W0005,2025-10-24,ACTIVE,331.06,1411.57,279.69,566.32
S08,W0005,2025-10-25,ACTIVE,290.37,1379.44,245.45,520.28
S08,W0005,2025-10-26,ACTIVE,281.38,1469.07,237.98,526.23
S08,W0005,2025-10-27,ACTIVE,303.63,1679.94,256.94,583.62
S08,W0005,2025-10-28,ACTIVE,302.35,1593.03,256,567.86
S08,W0005,2025-10-29,ACTIVE,330.09,1451.82,279.64,572.06
S08,W0005,2025-10-30,ACTIVE,314.04,1425.57,266.19,551.64
S08,W0005,2025-10-31,ACTIVE,323.76,1343.04,274.58,547.6
S08,W0005,2025-11-01,ACTIVE,281.2,1638.51,238.62,554.29
S08,W0005,2025-11-02,ACTIVE,307.86,1430.73,261.38,546.32
S08,W0005,2025-11-03,ACTIVE,306.75,1827.04,260.59,611.26
S08,W0005,2025-11-04,ACTIVE,320.89,1524.14,272.75,574.91
S08,W0005,2025-11-05,ACTIVE,336.59,1656.84,286.25,612.73
S08,W0005,2025-11-07,ACTIVE,311.18,1490.24,264.93,559.55
S08,W0005,2025-11-09,ACTIVE,336.82,1811.61,287.08,638.76
S08,W0005,2025-11-10,ACTIVE,316.74,1591.91,270.11,582.06
S08,W0005,2025-11-11,ACTIVE,303.99,1573.56,259.38,566.25
S08,W0005,2025-11-12,ACTIVE,317.24,1458.33,272.98,560.29
S08,W0005,2025-11-13,ACTIVE,284.77,1584.51,243.25,548.86
S08,W0005,2025-11-14,ACTIVE,319.94,1540.92,273.44,576.76
S08,W0005,2025-11-15,ACTIVE,301.65,1555.83,257.96,560.95
S08,W0005,2025-11-16,ACTIVE,292.24,1432.55,250.05,531
S08,W0005,2025-11-17,ACTIVE,295.16,1625.62,252.68,566.1
S08,W0005,2025-11-18,ACTIVE,307.58,1407.77,263.46,542.21
S08,W0005,2025-11-19,ACTIVE,305.28,1532.49,261.63,560.69
S08,W0005,2025-11-20,ACTIVE,307.29,1562.38,263.5,567.69
S08,W0005,2025-11-21,ACTIVE,294.64,1656.05,252.8,570.65
S08,W0005,2025-11-22,ACTIVE,294.61,1454.23,252.91,536.98
S08,W0005,2025-11-23,ACTIVE,324.98,1696.41,279.13,607.72
S08,W0005,2025-11-24,ACTIVE,269.6,1440.81,231.69,509.74
S08,W0005,2025-11-25,ACTIVE,286.04,1355.01,245.96,511.88
S08,W0005,2025-11-26,ACTIVE,309.59,1540.56,266.35,566.35
S08,W0005,2025-11-27,ACTIVE,297.17,1662.1,255.81,574.19
S08,W0005,2025-11-28,ACTIVE,313.7,1595,270.19,579.53
S08,W0005,2025-11-29,ACTIVE,273.5,1601.21,235.7,540.37
S08,W0005,2025-12-01,ACTIVE,293.39,1395.38,253.11,525.95
S08,W0005,2025-12-02,ACTIVE,288.55,1545.13,249.07,546.07
S08,W0005,2025-12-03,ACTIVE,333.85,1638.62,288.34,606.95
S08,W0005,2025-12-04,ACTIVE,287.81,1507.45,248.71,539.05
S08,W0005,2025-12-05,ACTIVE,243.14,1590.33,210.23,508.2
S08,W0005,2025-12-06,ACTIVE,313.12,1631.4,270.88,585.02
S08,W0005,2025-12-07,ACTIVE,303.45,1664.88,262.66,580.93
S08,W0005,2025-12-08,ACTIVE,323.69,1496.42,280.33,573.09
S08,W0005,2025-12-09,ACTIVE,281.68,1591.7,244.09,546.96
S08,W0005,2025-12-10,ACTIVE,305.32,1715,264.71,591.15
S08,W0005,2025-12-12,ACTIVE,313.9,1552.39,272.46,572.63
S08,W0005,2025-12-13,ACTIVE,316.95,1443.66,275.25,557.56
S08,W0005,2025-12-14,ACTIVE,324.42,1473.42,281.89,569.99
S08,W0005,2025-12-15,ACTIVE,292.76,1434.52,254.52,531.85
S08,W0005,2025-12-16,ACTIVE,304.08,1513.14,264.51,556.27
S08,W0005,2025-12-17,ACTIVE,259.93,1526.11,226.23,514.28
S08,W0005,2025-12-18,ACTIVE,318.63,1488.8,277.48,566.76
S08,W0005,2025-12-19,ACTIVE,283.92,1668.38,247.38,561.98
S08,W0005,2025-12-20,ACTIVE,316.23,1561.04,275.69,576.4
S08,W0005,2025-12-21,ACTIVE,313.55,1780.47,273.5,610.3
S08,W0005,2025-12-22,ACTIVE,317.46,1699.91,277.06,600.78
S08,W0005,2025-12-23,ACTIVE,273.24,1748.36,238.6,564.63
S08,W0005,2025-12-24,ACTIVE,283.35,1634.35,247.57,555.74
S08,W0005,2025-12-25,ACTIVE,262.43,1397.53,229.42,495.35
S08,W0005,2025-12-26,ACTIVE,293.9,1545.49,257.07,551.48
S08,W0005,2025-12-27,ACTIVE,316.54,1580.34,277.02,579.93
S08,W0005,2025-12-28,ACTIVE,297.64,1815.75,260.62,600.27
S08,W0005,2025-12-29,ACTIVE,308.19,1674.94,270.01,587.35
S08,W0005,2025-12-30,ACTIVE,314.65,1529.83,275.82,569.62
S08,W0005,2025-12-31,ACTIVE,273.8,1488.23,240.15,521.84
S08,W0005,2026-01-01,ACTIVE,301.46,1492.75,264.55,550.25
S08,W0005,2026-01-04,ACTIVE,300.22,1529.05,270.28,555.06
S08,W0005,2026-01-05,ACTIVE,299.59,1603.23,263.49,566.79
S08,W0005,2026-01-08,ACTIVE,286.32,1473.62,252.23,531.92
S08,W0005,2026-01-09,ACTIVE,295.34,1616.12,260.33,564.69
S08,W0005,2026-01-10,ACTIVE,284.45,1605.66,250.87,552.06
S08,W0005,2026-01-11,ACTIVE,304.65,1440.66,268.82,544.76
S08,W0005,2026-01-13,ACTIVE,284.19,1406.44,251.05,518.6
S08,W0005,2026-01-14,ACTIVE,281.81,1292.57,249.08,497.24
S08,W0005,2026-01-15,ACTIVE,319.73,1393.42,282.76,551.97
S08,W0005,2026-01-16,ACTIVE,303.22,1459.91,268.31,546.54
S08,W0005,2026-01-17,ACTIVE,294.03,1724.12,260.31,581.38
S08,W0005,2026-01-18,ACTIVE,304.53,1442.72,269.76,544.98
S08,W0005,2026-01-19,ACTIVE,307.36,1575.77,272.42,569.99
S08,W0005,2026-01-20,ACTIVE,327.56,1490.04,290.47,575.9
S08,W0005,2026-01-21,ACTIVE,304.42,1517.48,270.1,557.33
S08,W0005,2026-01-22,ACTIVE,277.44,1653.08,246.3,552.95
S08,W0005,2026-01-23,ACTIVE,275.73,1330.39,244.91,497.46
S08,W0005,2026-01-24,ACTIVE,277.93,1361.68,247.01,504.88
S08,W0005,2026-01-25,ACTIVE,323.17,1548.99,287.38,581.34
S08,W0005,2026-01-26,ACTIVE,294.21,1716.98,261.76,580.37
S08,W0005,2026-01-27,ACTIVE,279.93,1567.91,249.19,541.25
S08,W0005,2026-01-28,ACTIVE,291.16,1634.33,259.34,563.55
S08,W0005,2026-01-29,ACTIVE,292.97,1640.56,261.1,566.4
S08,W0005,2026-01-30,ACTIVE,299.69,1637.99,267.23,572.69
S08,W0005,2026-01-31,ACTIVE,299.89,1527.17,267.55,554.42
S08,W0005,2026-02-02,ACTIVE,294.39,1497.01,262.93,543.89
S08,W0005,2026-02-03,ACTIVE,285.12,1425.95,254.8,522.78
S08,W0005,2026-02-04,ACTIVE,322.36,1241.08,288.23,529.21
S08,W0005,2026-02-05,ACTIVE,294.98,1433.02,270.36,533.82
S08,W0005,2026-02-06,ACTIVE,303.48,1473.97,271.65,549.14
S08,W0005,2026-02-08,ACTIVE,270.66,1636.22,242.54,543.36
S08,W0005,2026-02-09,ACTIVE,310.85,1520.79,278.7,564.32
S08,W0005,2026-02-10,ACTIVE,271.1,1386.19,243.2,502.13
S08,W0005,2026-02-11,ACTIVE,284.37,1672.72,255.24,563.16
S08,W0005,2026-02-12,ACTIVE,319.41,1464.82,286.85,563.55
S08,W0005,2026-02-13,ACTIVE,309.78,1662.69,278.36,586.9
S08,W0005,2026-02-14,ACTIVE,297.85,1541.66,267.79,554.79
S08,W0005,2026-02-16,ACTIVE,293.29,1551.17,263.98,551.82
S08,W0005,2026-02-17,ACTIVE,287.82,1371.31,259.19,516.37
S08,W0005,2026-02-18,ACTIVE,300.99,1515.43,271.2,553.56
S08,W0005,2026-02-19,ACTIVE,269.04,1458.88,242.55,512.19
S08,W0005,2026-02-20,ACTIVE,275.26,1460.06,248.3,518.6
S08,W0005,2026-02-21,ACTIVE,343.75,1586.26,310.24,608.13
S08,W0005,2026-02-22,ACTIVE,256.25,1327,231.4,477.42
S08,W0005,2026-02-23,ACTIVE,275.67,1648.51,249.07,550.42
S08,W0005,2026-02-24,ACTIVE,283.81,1285.41,256.57,498.05
S08,W0005,2026-02-25,ACTIVE,277.02,1620.59,250.57,547.12
S08,W0005,2026-02-26,ACTIVE,265.81,1363.89,240.56,493.13
S08,W0005,2026-02-27,ACTIVE,288.96,1567.91,261.66,550.28
S08,W0005,2026-02-28,ACTIVE,264.11,1450.23,239.28,505.82
S08,W0005,2026-03-01,ACTIVE,313.62,1454.89,279.84,556.1
S08,W0005,2026-03-02,ACTIVE,275.34,1264.62,249.73,486.11
S08,W0005,2026-03-03,ACTIVE,278.57,1576.76,252.8,541.36
S08,W0005,2026-03-05,ACTIVE,289.61,1516.26,263.11,542.32
S08,W0005,2026-03-06,ACTIVE,288.37,1531.39,262.13,543.6
S08,W0005,2026-03-07,ACTIVE,302.02,1338.78,274.69,525.15
S08,W0005,2026-03-08,ACTIVE,276.24,1429.16,251.38,514.43
S08,W0005,2026-03-09,ACTIVE,310.92,1540.06,283.1,567.6
S08,W0005,2026-03-10,ACTIVE,273.62,1442.41,249.26,514.02
S08,W0005,2026-03-11,ACTIVE,257.61,1270.2,234.81,469.31
S08,W0005,2026-03-12,ACTIVE,254.9,1506.98,232.47,506.06
S08,W0005,2026-03-13,ACTIVE,290.67,1388.06,265.23,522.01
S08,W0005,2026-03-14,ACTIVE,280.59,1522.64,256.18,534.36
S08,W0005,2026-03-15,ACTIVE,248.64,1435.72,227.13,487.93
S08,W0005,2026-03-16,ACTIVE,283.24,1466.2,258.88,527.61
S08,W0005,2026-03-17,ACTIVE,266.06,1683.3,243.31,546.61
S08,W0005,2026-03-18,ACTIVE,288.8,1371.06,264.25,517.31
S08,W0005,2026-03-19,ACTIVE,294.64,1541.36,269.75,551.53
S08,W0005,2026-03-20,ACTIVE,292.24,1651.52,267.7,567.49
S08,W0005,2026-03-21,ACTIVE,266.1,1456.58,243.88,508.86
S08,W0005,2026-03-22,ACTIVE,286.69,1430.88,262.9,525.17
S08,W0005,2026-03-23,ACTIVE,267.51,1698,245.45,550.51
S08,W0005,2026-03-25,ACTIVE,288.13,1341.94,264.65,511.79
S08,W0005,2026-03-26,ACTIVE,277.84,1563.18,255.34,538.37
S08,W0005,2026-03-27,ACTIVE,295.13,1306.24,271.39,512.84
S08,W0005,2026-03-28,ACTIVE,308.8,1396.34,284.11,541.52
S08,W0005,2026-03-29,ACTIVE,294.12,1440.23,270.75,534.16
S08,W0005,2026-03-30,ACTIVE,311.66,1392.89,287.05,543.81
S08,W0005,2026-03-31,ACTIVE,280.55,1276.04,258.54,493.22
S08,W0005,2026-04-02,ACTIVE,279.44,1560.16,257.8,539.47
S08,W0005,2026-04-03,ACTIVE,291.74,1480.84,267.05,538.55
S08,W0005,2026-04-04,ACTIVE,285.78,1622.64,263.94,556.22
S08,W0005,2026-04-05,ACTIVE,300.59,1487.83,277.77,548.56
S08,W0005,2026-04-06,ACTIVE,281.78,1497.25,260.54,531.32
S08,W0005,2026-04-07,ACTIVE,239.93,1519.36,232.93,493.16
S08,W0005,2026-04-08,ACTIVE,278.71,1546.77,257.98,536.51
S08,W0005,2026-04-09,ACTIVE,270.16,1435.95,250.2,509.49
S08,W0005,2026-04-10,ACTIVE,288.46,1373.67,267.3,517.41
S08,W0005,2026-04-11,ACTIVE,293.79,1547,272.38,551.62
S08,W0005,2026-04-13,ACTIVE,286.35,1591.37,265.77,551.58
S08,W0005,2026-04-14,ACTIVE,292.86,1415.54,271.97,528.78
S08,W0005,2026-04-15,ACTIVE,260.23,1460.96,241.8,503.72
S08,W0005,2026-04-16,ACTIVE,264.12,1414.5,245.54,499.87
S08,W0005,2026-04-17,ACTIVE,289.75,1556.26,269.53,549.13
S08,W0005,2026-04-18,ACTIVE,279.11,1587.39,259.77,543.67
S08,W0005,2026-04-19,ACTIVE,281.45,1504.88,262.09,532.26
S08,W0005,2026-04-20,ACTIVE,284.32,1474.02,264.91,529.99
S08,W0005,2026-04-22,ACTIVE,275.76,1396.25,257.22,508.47
S08,W0005,2026-04-23,ACTIVE,289.44,1414.21,270.13,525.14
S08,W0005,2026-04-24,ACTIVE,270.55,1432.98,252.63,509.38
S08,W0005,2026-04-25,ACTIVE,262.74,1470.07,245.47,507.75
S08,W0005,2026-04-26,ACTIVE,297.87,1403.68,278.45,531.82
S08,W0005,2026-04-27,ACTIVE,272.69,1419.25,255.05,509.23
S08,W0005,2026-04-28,ACTIVE,277.56,1602.64,259.75,544.67
S08,W0005,2026-04-29,ACTIVE,253.31,1594.47,237.19,519.06
S08,W0005,2026-04-30,ACTIVE,270.56,1410.32,253.48,505.61
S08,W0005,2026-05-01,ACTIVE,293.44,1291.97,275.07,508.77
S08,W0005,2026-05-03,ACTIVE,252.79,1286.31,237.22,467.17
S08,W0005,2026-05-05,ACTIVE,250.17,1350.87,235.02,475.31
S08,W0005,2026-05-06,ACTIVE,272.91,1357.69,256.52,499.19
S08,W0005,2026-05-07,ACTIVE,282.87,1452.79,270.05,525
S08,W0005,2026-05-09,ACTIVE,288.69,1407.38,271.8,523.25
S08,W0005,2026-05-10,ACTIVE,260.68,1534.92,245.56,516.5
S08,W0005,2026-05-11,ACTIVE,272.08,1545.19,256.45,529.61
S08,W0005,2026-05-12,ACTIVE,284.17,1469.15,267.98,529.03
S08,W0005,2026-05-13,ACTIVE,283.67,1624.59,267.66,554.43
S08,W0005,2026-05-14,ACTIVE,283.76,1513.14,267.89,535.95
S08,W0005,2026-05-15,ACTIVE,282.81,1449.74,267.14,524.43
S08,W0005,2026-05-16,ACTIVE,274.33,1273.52,259.27,486.58
S08,W0005,2026-05-17,ACTIVE,269.61,1435.93,254.95,508.93
S08,W0005,2026-05-18,ACTIVE,279.93,1486.09,264.86,527.61
S08,W0005,2026-05-19,ACTIVE,272.95,1563.59,258.4,533.55
S08,W0005,2026-05-20,ACTIVE,299.04,1468.44,283.25,543.78
S08,W0005,2026-05-21,ACTIVE,270.28,1455.72,256.15,512.9
S08,W0005,2026-05-22,ACTIVE,286.56,1497.07,271.72,536.07
S08,W0005,2026-05-23,ACTIVE,277.8,1532.48,263.56,533.21
S08,W0005,2026-05-24,ACTIVE,250.48,1416.22,237.77,486.52
S08,W0005,2026-05-25,ACTIVE,295.39,1380.71,280.56,525.51
S08,W0005,2026-05-26,ACTIVE,263.14,1456.17,250.06,505.84
S08,W0005,2026-05-27,ACTIVE,299.91,1397.36,285.17,532.8
S08,W0005,2026-05-28,ACTIVE,266.01,1481.82,253.06,512.98
S08,W0005,2026-05-29,ACTIVE,304.41,1298.7,289.76,520.86
S08,W0005,2026-05-30,ACTIVE,283.72,1376.72,270.21,513.17
S08,W0005,2026-05-31,ACTIVE,270.26,1445.09,257.54,511.11
S08,W0005,2026-06-01,ACTIVE,320.47,1276.64,282.01,533.24
S08,W0005,2026-06-02,ACTIVE,263.62,1567.46,251.49,524.86
S08,W0005,2026-06-03,ACTIVE,245.06,1389.13,233.9,476.58
S08,W0005,2026-06-04,ACTIVE,264.74,1375.51,252.83,493.99
S08,W0005,2026-06-05,ACTIVE,286.45,1340.14,273.72,509.81
S08,W0005,2026-06-06,ACTIVE,272.88,1402.33,260.89,506.6
S08,W0005,2026-06-09,ACTIVE,250.04,1436.84,239.45,489.51
S08,W0005,2026-06-10,ACTIVE,277.4,1429.64,265.79,515.67
S08,W0005,2026-06-11,ACTIVE,293.2,1479.97,281.09,539.86
S08,W0005,2026-06-12,ACTIVE,255.95,1589.66,245.51,520.89
S08,W0005,2026-06-13,ACTIVE,233.48,1306.44,224.07,451.22
S08,W0005,2026-06-14,ACTIVE,291.9,1386.41,280.3,522.97
S08,W0005,2026-06-15,ACTIVE,257.24,1324.84,247.15,478.05
S08,W0005,2026-06-16,ACTIVE,292.3,1254.73,280.99,501.42
S08,W0005,2026-06-17,ACTIVE,250.99,1374.41,241.41,480.06
S08,W0005,2026-06-18,ACTIVE,269.85,1469.28,259.69,514.73
S08,W0005,2026-06-19,ACTIVE,280.82,1380.4,270.4,510.89
S08,W0005,2026-06-20,ACTIVE,266.15,1370.82,256.42,494.62
S08,W0005,2026-06-21,ACTIVE,255.42,1451.93,246.21,497.41
S08,W0005,2026-06-22,ACTIVE,226.66,1440.25,218.61,466.7
S08,W0005,2026-06-23,ACTIVE,295.08,1261.75,284.76,505.37
S08,W0005,2026-06-24,ACTIVE,280.53,1197.46,270.86,480.11
S08,W0005,2026-06-25,ACTIVE,272.62,1354.25,263.37,498.33
S08,W0005,2026-06-26,ACTIVE,291.43,1416.36,281.69,527.49
S08,W0005,2026-06-27,ACTIVE,247.51,1445.86,239.37,488.49
S08,W0005,2026-06-28,ACTIVE,277.15,1495.6,268.18,526.42
S08,W0005,2026-06-29,ACTIVE,273.36,1482.79,264.67,520.49
S08,W0005,2026-06-30,ACTIVE,303.36,1590.69,293.87,568.48
S08,W0005,2026-07-01,ACTIVE,268.9,1540.36,260.64,525.63
S08,W0005,2026-07-02,ACTIVE,271.04,1372.43,262.85,499.78
S08,W0005,2026-07-03,ACTIVE,288.06,1458.89,279.51,531.21
S08,W0005,2026-07-04,ACTIVE,287.14,1497.28,265.63,536.69
S08,W0005,2026-07-06,ACTIVE,275.75,1290.8,268,490.88
S08,W0005,2026-07-07,ACTIVE,273.92,1389.44,266.38,505.49
S08,W0005,2026-07-08,ACTIVE,285.23,1206.3,277.52,486.28
S08,W0005,2026-07-09,ACTIVE,309.92,1366.6,301.71,537.69
S08,W0005,2026-07-10,ACTIVE,244.91,1364.16,238.55,472.27
S08,W0005,2026-07-11,ACTIVE,293.93,1483.78,286.46,541.23
S08,W0005,2026-07-12,ACTIVE,263.34,1430.83,256.78,501.81
S08,W0005,2026-07-13,ACTIVE,263.31,1409.08,256.9,498.16
S08,W0005,2026-07-14,ACTIVE,246.26,1340.48,240.4,469.67
S08,W0005,2026-07-15,ACTIVE,290.13,1370.73,283.37,518.59
S08,W0005,2026-07-16,ACTIVE,249.4,1242.5,243.72,456.48
S08,W0005,2026-07-17,ACTIVE,257.04,1494.87,251.33,506.19
S08,W0005,2026-07-18,ACTIVE,284.7,1457.47,278.53,527.61
S08,W0005,2026-07-19,ACTIVE,270.93,1413.39,265.2,506.5
S08,W0005,2026-07-20,ACTIVE,239.14,1002,234.21,406.14
S08,W0005,2026-07-21,ACTIVE,273.9,1396.6,268.41,506.67
S08,W0005,2026-07-22,ACTIVE,272.54,1230.41,267.22,477.61
S08,W0005,2026-07-23,ACTIVE,280.41,1411.59,275.09,515.67
S08,W0005,2026-07-24,ACTIVE,273.11,1367.43,268.07,501.02
S08,W0005,2026-07-25,ACTIVE,280.14,1251.37,275.12,488.7
S08,W0005,2026-07-26,ACTIVE,255.59,1414.33,251.15,491.31
S08,W0005,2026-07-27,ACTIVE,249.27,1483.33,245.07,496.49
S08,W0005,2026-07-28,ACTIVE,242.03,1213.28,238.09,444.24
S08,W0005,2026-07-29,ACTIVE,259.16,1341.11,255.08,482.68
S08,W0005,2026-07-30,ACTIVE,246.78,1268.01,243.02,458.12
S08,W0005,2026-07-31,ACTIVE,270.47,1397.97,266.5,503.47
S08,W0005,2026-08-01,ACTIVE,255.81,1318.44,252.19,475.55
S08,W0005,2026-08-02,ACTIVE,275.58,1417.91,271.83,511.9
S08,W0005,2026-08-03,ACTIVE,267.65,1408.29,264.15,502.37
S08,W0005,2026-08-04,ACTIVE,270.74,1369.16,267.35,498.93
S08,W0005,2026-08-05,ACTIVE,261.67,1255.45,258.53,470.91
S08,W0005,2026-08-06,ACTIVE,271.64,1349.88,264.22,496.62
S08,W0005,2026-08-07,ACTIVE,252.89,1326.67,250.13,474
S08,W0005,2026-08-08,ACTIVE,247.37,1364.53,244.81,474.79
S08,W0005,2026-08-09,ACTIVE,287.5,1388.74,284.68,518.96
S08,W0005,2026-08-10,ACTIVE,285.81,1315.61,283.16,505.08
S08,W0005,2026-08-11,ACTIVE,281.39,1370.98,278.94,509.89
S08,W0005,2026-08-12,ACTIVE,253.43,1284.96,251.36,467.59
S08,W0005,2026-08-13,ACTIVE,278.13,1244.5,276,485.55
S08,W0005,2026-08-14,ACTIVE,261.32,1194.31,259.46,460.37
S08,W0005,2026-08-15,ACTIVE,267.86,1278.92,266.1,481.01
S08,W0005,2026-08-16,ACTIVE,274.44,1403.86,272.79,508.42
S08,W0005,2026-08-17,ACTIVE,271.93,1316.14,270.45,491.29
S08,W0005,2026-08-18,ACTIVE,277.25,1419.46,275.89,513.83
S08,W0005,2026-08-19,ACTIVE,235.89,1318.77,234.86,455.68
S08,W0005,2026-08-20,ACTIVE,257.74,1191.44,256.75,456.31
S08,W0005,2026-08-21,ACTIVE,239.8,1473.62,239.01,485.4
S08,W0005,2026-08-22,ACTIVE,252.64,1330.22,251.95,474.34
S08,W0005,2026-08-23,ACTIVE,250.89,1278.02,250.34,463.89
S08,W0005,2026-08-24,ACTIVE,276.1,1361.93,275.65,503.09
S08,W0005,2026-08-25,ACTIVE,272.51,1486.64,272.22,520.28
S08,W0005,2026-08-26,ACTIVE,235.97,1348.78,235.84,460.77
S08,W0008,2025-08-27,ACTIVE,280.07,1399.58,229.15,513.33
S08,W0008,2025-08-28,ACTIVE,274.38,1613.85,224.62,543.36
S08,W0008,2025-08-29,ACTIVE,304.17,1443.78,249.14,544.8
S08,W0008,2025-08-30,ACTIVE,276.98,1479.81,226.99,523.62
S08,W0008,2025-08-31,ACTIVE,298.27,1768.34,244.58,592.99
S08,W0008,2025-09-01,ACTIVE,289.54,1321.13,237.56,509.73
S08,W0008,2025-09-02,ACTIVE,308.84,1558.36,253.52,568.57
S08,W0008,2025-09-03,ACTIVE,294.36,1471.96,241.78,539.69
S08,W0008,2025-09-04,ACTIVE,309.56,1390.25,254.4,541.27
S08,W0008,2025-09-05,ACTIVE,343.88,1519.19,282.76,597.08
S08,W0008,2025-09-06,ACTIVE,325.36,1431.91,267.68,564.01
S08,W0008,2025-09-07,ACTIVE,283.82,1403.66,233.64,517.76
S08,W0008,2025-09-08,ACTIVE,294.05,1527.6,242.19,548.65
S08,W0008,2025-09-09,ACTIVE,335.16,1540.72,276.2,591.95
S08,W0008,2025-09-10,ACTIVE,295.41,1433.77,245.48,534.37
S08,W0008,2025-09-11,ACTIVE,301.16,1557.31,248.45,560.71
S08,W0008,2025-09-12,ACTIVE,313.53,1398.7,258.81,546.65
S08,W0008,2025-09-13,ACTIVE,299.9,1715.02,247.69,585.74
S08,W0008,2025-09-14,ACTIVE,294.9,1530,243.7,549.9
S08,W0008,2025-09-15,ACTIVE,297.21,1543.55,245.74,554.47
S08,W0008,2025-09-16,ACTIVE,268.08,1517.05,221.78,520.92
S08,W0008,2025-09-17,ACTIVE,285.78,1434.69,236.55,524.9
S08,W0008,2025-09-18,ACTIVE,296.56,1257.36,245.62,506.12
S08,W0008,2025-09-19,ACTIVE,294.67,1598.54,244.18,561.09
S08,W0008,2025-09-20,ACTIVE,273.44,1447.57,226.72,514.7
S08,W0008,2025-09-21,ACTIVE,304.23,1549.23,252.38,562.43
S08,W0008,2025-09-22,ACTIVE,266.47,1515.75,221.18,519.1
S08,W0008,2025-09-23,ACTIVE,256.37,1388.71,212.91,487.82
S08,W0008,2025-09-24,ACTIVE,280.37,1591.61,232.98,545.64
S08,W0008,2025-09-25,ACTIVE,264.76,1335,220.13,487.26
