Site Code,Well ID,Datetime,Status,Oil (bbl),Gas (mcf),Water (bbl),BOE (bbl)
S06,W0015,2026-01-02,ACTIVE,65.35,331.16,605.6,120.54
S06,W0015,2026-01-03,ACTIVE,59.54,330.98,554.34,114.7
S06,W0015,2026-01-04,ACTIVE,65.48,315.98,612.59,118.14
S06,W0015,2026-01-05,ACTIVE,68.01,337.06,639.21,124.19
S06,W0015,2026-01-06,ACTIVE,62.93,292.73,594.28,111.72
S06,W0015,2026-01-07,ACTIVE,56.16,275.11,532.85,102.01
S06,W0015,2026-01-08,ACTIVE,63.95,273.88,609.69,109.6
S06,W0015,2026-01-09,ACTIVE,68.76,300.79,658.66,118.89
S06,W0015,2026-01-10,ACTIVE,58.41,303.18,562.28,108.94
S06,W0015,2026-01-11,ACTIVE,54.58,301.6,527.88,104.85
S06,W0015,2026-01-12,ACTIVE,63.18,292.03,614.09,111.85
S06,W0015,2026-01-13,ACTIVE,64.69,305.73,631.82,115.65
S06,W0015,2026-01-14,ACTIVE,60.18,285.96,590.64,107.84
S06,W0015,2026-01-15,ACTIVE,64.44,341.98,635.54,121.44
S06,W0015,2026-01-16,ACTIVE,61.95,300.36,614.04,112.01
S06,W0015,2026-01-17,ACTIVE,64.41,327.9,641.62,119.06
S06,W0015,2026-01-18,ACTIVE,57.83,307.53,578.88,109.09
S06,W0015,2026-01-19,ACTIVE,61.64,297.95,620.13,111.3
S06,W0015,2026-01-20,ACTIVE,53.92,316.73,545.16,106.71
S06,W0015,2026-01-21,ACTIVE,59.44,323.2,604.05,113.31
S06,W0015,2026-01-22,ACTIVE,58.91,302.43,601.66,109.32
S06,W0015,2026-01-23,ACTIVE,53.58,347.7,549.98,111.53
S06,W0015,2026-01-24,ACTIVE,60.16,303.79,620.74,110.79
S06,W0015,2026-01-25,ACTIVE,55.12,299.56,571.62,105.05
S06,W0015,2026-01-26,ACTIVE,62.66,321.09,653.23,116.17
S06,W0015,2026-01-27,ACTIVE,59.7,281.8,625.51,106.67
S06,W0015,2026-01-28,ACTIVE,67.86,334.56,714.68,123.62
S06,W0015,2026-01-29,ACTIVE,58.88,310.02,623.37,110.55
S06,W0015,2026-01-30,ACTIVE,65.42,262.86,696.28,109.23
S06,W0015,2026-01-31,ACTIVE,63.6,264.5,680.39,107.68
S06,W0015,2026-02-01,ACTIVE,56.98,331.04,612.87,112.15
S06,W0015,2026-02-02,ACTIVE,62.61,300.17,677,112.64
S06,W0015,2026-02-03,ACTIVE,62.39,313.84,678.15,114.7
S06,W0015,2026-02-04,ACTIVE,66.06,271.33,721.93,111.28
S06,W0015,2026-02-06,ACTIVE,58.91,336.6,650.74,115.01
S06,W0015,2026-02-07,ACTIVE,57.8,258.51,641.98,100.89
S06,W0015,2026-02-08,ACTIVE,63.16,311.96,705.25,115.15
S06,W0015,2026-02-09,ACTIVE,53.26,273.06,598.04,98.77
S06,W0015,2026-02-10,ACTIVE,61.44,285.26,693.63,108.98
S06,W0015,2026-02-11,ACTIVE,60.04,317.72,681.55,112.99
S06,W0015,2026-02-12,ACTIVE,65.29,276.18,745.25,111.32
S06,W0015,2026-02-13,ACTIVE,59.46,307.93,682.47,110.78
S06,W0015,2026-02-14,ACTIVE,62.46,270.41,720.91,107.53
S06,W0015,2026-02-15,ACTIVE,51.27,308.38,595.12,102.67
S06,W0015,2026-02-16,ACTIVE,59.87,312.31,698.87,111.92
S06,W0015,2026-02-17,ACTIVE,59.2,340.15,695,115.89
S06,W0015,2026-02-18,ACTIVE,60.97,309.11,719.86,112.49
S06,W0015,2026-02-19,ACTIVE,61.3,286.85,727.92,109.11
S06,W0015,2026-02-20,ACTIVE,57.43,305.42,685.88,108.33
S06,W0015,2026-02-21,ACTIVE,58.16,247.52,698.71,99.41
S06,W0015,2026-02-22,ACTIVE,52,301.5,628.35,102.25
S06,W0015,2026-02-23,ACTIVE,55,271.25,668.37,100.21
S06,W0015,2026-02-24,ACTIVE,58.74,272.38,718.12,104.14
S06,W0015,2026-02-25,ACTIVE,62.87,317.98,773.12,115.87
S06,W0015,2026-02-26,ACTIVE,54.87,294.15,678.7,103.9
S06,W0015,2026-02-27,ACTIVE,62.81,257.11,781.55,105.66
S06,W0015,2026-02-28,ACTIVE,53.87,256.12,674.36,96.56
S06,W0015,2026-03-02,ACTIVE,55.23,283.15,699.8,102.42
S06,W0015,2026-03-03,ACTIVE,51.43,314.02,655.63,103.77
S06,W0015,2026-03-04,ACTIVE,56.01,296.05,718.4,105.35
S06,W0015,2026-03-05,ACTIVE,55.17,275.85,902.93,101.15
S06,W0015,2026-03-06,ACTIVE,55.02,248.73,1081.85,96.48
S06,W0015,2026-03-07,ACTIVE,52.46,258.34,1122.37,95.52
S06,W0015,2026-03-08,ACTIVE,47.86,283.94,629.26,95.18
S06,W0015,2026-03-09,ACTIVE,60.39,263.92,798.99,104.38
S06,W0015,2026-03-10,ACTIVE,61.19,265.33,814.64,105.41
S06,W0015,2026-03-11,ACTIVE,60.12,279.91,805.58,106.77
S06,W0015,2026-03-12,ACTIVE,56.72,302.83,764.79,107.19
S06,W0015,2026-03-13,ACTIVE,55.15,309.45,748.46,106.73
S06,W0015,2026-03-14,ACTIVE,54.96,300.8,750.7,105.09
S06,W0015,2026-03-15,ACTIVE,50.87,251.47,699.29,92.78
S06,W0015,2026-03-16,ACTIVE,56.79,266.9,785.82,101.27
S06,W0015,2026-03-17,ACTIVE,57.06,311.55,794.69,108.99
S06,W0015,2026-03-18,ACTIVE,54.46,288.6,763.52,102.56
S06,W0015,2026-03-19,ACTIVE,54.1,267.15,763.49,98.63
S06,W0015,2026-03-20,ACTIVE,55.32,239.93,786.02,95.31
S06,W0015,2026-03-21,ACTIVE,56.75,301.82,811.73,107.05
S06,W0015,2026-03-22,ACTIVE,58.44,253.01,841.57,100.61
S06,W0015,2026-03-23,ACTIVE,57.13,288.02,828.35,105.13
S06,W0015,2026-03-24,ACTIVE,53.84,299.21,786.03,103.71
S06,W0015,2026-03-25,ACTIVE,58.31,277.75,857.03,104.6
S06,W0015,2026-03-26,ACTIVE,57.84,274.32,856,103.56
S06,W0015,2026-03-27,ACTIVE,61.51,271.13,916.76,106.7
S06,W0015,2026-03-28,ACTIVE,50.19,262.7,753.32,93.97
S06,W0015,2026-03-29,ACTIVE,63.81,277.89,964.52,110.13
S06,W0015,2026-03-30,ACTIVE,53.07,256.02,807.86,95.74
S06,W0015,2026-03-31,ACTIVE,58,290.45,889.25,106.41
S06,W0015,2026-04-01,ACTIVE,56.29,278.46,869.25,102.7
S06,W0015,2026-04-02,ACTIVE,57.32,268.29,891.54,102.04
S06,W0015,2026-04-03,ACTIVE,53.91,264.68,844.56,98.02
S06,W0015,2026-04-04,ACTIVE,55.29,263.96,872.52,99.28
S06,W0015,2026-04-05,ACTIVE,54.12,266.71,860.46,98.57
S06,W0015,2026-04-06,ACTIVE,50.56,262.25,809.85,94.27
S06,W0015,2026-04-07,ACTIVE,52.75,290.82,851.24,101.22
S06,W0015,2026-04-08,ACTIVE,53.54,265.7,870.45,97.82
S06,W0015,2026-04-09,ACTIVE,49.97,247.78,818.59,91.27
S06,W0015,2026-04-10,ACTIVE,52.14,261.31,860.65,95.69
S06,W0015,2026-04-12,ACTIVE,53.71,258.97,900.28,96.87
S06,W0015,2026-04-13,ACTIVE,51.5,281.51,869.86,98.42
S06,W0015,2026-04-14,ACTIVE,53.73,308.08,914.75,105.08
S06,W0015,2026-04-15,ACTIVE,47.23,266.58,810.42,91.66
S06,W0015,2026-04-16,ACTIVE,52.07,261.17,900.53,95.6
S06,W0015,2026-04-17,ACTIVE,52.24,262.66,910.86,96.02
S06,W0015,2026-04-18,ACTIVE,55.14,274.91,969,100.96
S06,W0015,2026-04-19,ACTIVE,55.99,285.29,991.98,103.54
S06,W0015,2026-04-20,ACTIVE,57.81,271.18,1032.66,103.01
S06,W0015,2026-04-21,ACTIVE,58.55,282.88,1054.55,105.7
S06,W0015,2026-04-22,ACTIVE,58.16,248.98,1056.13,99.66
S06,W0015,2026-04-23,ACTIVE,51.25,281.02,938.53,98.09
S06,W0015,2026-04-24,ACTIVE,52.15,241.8,963.06,92.45
S06,W0015,2026-04-25,ACTIVE,44.85,272.01,835.3,90.19
S06,W0015,2026-04-26,ACTIVE,51.42,261.98,965.92,95.08
S06,W0015,2026-04-27,ACTIVE,59.33,246.95,1124.01,100.49
S06,W0015,2026-04-28,ACTIVE,53.99,277.19,1031.7,100.19
S06,W0015,2026-04-29,ACTIVE,56.81,260.33,1095.11,100.2
S06,W0015,2026-04-30,ACTIVE,54.15,253.49,1053.12,96.4
S06,W0015,2026-05-01,ACTIVE,53.96,264.6,1058.8,98.06
S06,W0015,2026-05-02,ACTIVE,58.19,303.13,805.73,108.71
S06,W0015,2026-05-04,ACTIVE,49.86,244.84,1005.22,90.67
S06,W0015,2026-05-05,ACTIVE,43.58,256.51,886.61,86.33
S06,W0015,2026-05-06,ACTIVE,51.02,240.88,1047.74,91.17
S06,W0015,2026-05-09,ACTIVE,52.33,300.12,1105.35,102.35
S06,W0015,2026-05-10,ACTIVE,47.73,245.27,1017.83,88.61
S06,W0015,2026-05-11,ACTIVE,53.51,243.06,1152.17,94.02
S06,W0015,2026-05-12,ACTIVE,53.07,222.53,1153.83,90.16
S06,W0015,2026-05-13,ACTIVE,46.34,268.67,1017.36,91.12
S06,W0015,2026-05-14,ACTIVE,52.7,232.86,1168.67,91.51
S06,W0015,2026-05-15,ACTIVE,51.47,258.65,1152.74,94.58
S06,W0015,2026-05-16,ACTIVE,52.86,259.08,1195.81,96.04
S06,W0015,2026-05-17,ACTIVE,56.03,244.97,1280.58,96.86
S06,W0015,2026-05-18,ACTIVE,59.57,258.37,1375.7,102.63
S06,W0015,2026-05-19,ACTIVE,53.33,298.56,1244.43,103.09
S06,W0015,2026-05-21,ACTIVE,57.03,243.94,1359,97.69
S06,W0015,2026-05-22,ACTIVE,50.54,258.45,1217.19,93.62
S06,W0015,2026-05-23,ACTIVE,51.58,282.44,1255.72,98.65
S06,W0015,2026-05-24,ACTIVE,48.01,261.75,1181.63,91.64
S06,W0015,2026-05-25,ACTIVE,51.18,195.27,1273.8,83.73
S06,W0015,2026-05-28,ACTIVE,48.07,250.47,1237.37,89.82
S06,W0015,2026-05-29,ACTIVE,50.6,268,1317.39,95.27
S06,W0015,2026-05-30,ACTIVE,47.83,264.94,1259.89,91.99
S06,W0015,2026-05-31,ACTIVE,50.88,244.68,1356.12,91.66
S06,W0015,2026-06-01,ACTIVE,49.82,216.1,1343.68,85.84
S06,W0015,2026-06-02,ACTIVE,52.26,251.57,1426.4,94.19
S06,W0015,2026-06-04,ACTIVE,51.38,237.67,1437.12,90.99
S06,W0015,2026-06-05,ACTIVE,48.7,236.69,1379.07,88.15
S06,W0015,2026-06-06,ACTIVE,54.2,206.46,1554.25,88.61
S06,W0015,2026-06-07,ACTIVE,48.44,245.51,1480.59,89.36
S06,W0015,2026-06-09,ACTIVE,50.22,275.73,1496.49,96.18
S06,W0015,2026-06-10,ACTIVE,53.68,264.7,1621.04,97.8
S06,W0015,2026-06-11,ACTIVE,48.65,239.66,1488.91,88.59
S06,W0015,2026-06-12,ACTIVE,50.79,238.66,1575.33,90.57
S06,W0015,2026-06-13,ACTIVE,48.41,236.19,1522.33,87.78
S06,W0015,2026-06-14,ACTIVE,49.67,290.03,1583.67,98.01
S06,W0015,2026-06-15,ACTIVE,48.45,248.84,1566.43,89.92
S06,W0015,2026-06-16,ACTIVE,49.36,242.55,1596,89.79
S06,W0015,2026-06-17,ACTIVE,47.4,238.04,1532.72,87.07
S06,W0015,2026-06-18,ACTIVE,57.15,239.01,1847.93,96.99
S06,W0015,2026-06-19,ACTIVE,48.77,243.46,1576.86,89.35
S06,W0015,2026-06-21,ACTIVE,47.44,228.16,1533.93,85.47
S06,W0015,2026-06-22,ACTIVE,47.38,256.45,1531.84,90.12
S06,W0015,2026-06-23,ACTIVE,55.5,229.82,1794.43,93.8
S06,W0015,2026-06-24,ACTIVE,45.64,253.06,1475.64,87.82
S06,W0015,2026-06-25,ACTIVE,53.62,248.78,1733.64,95.08
S06,W0015,2026-06-26,ACTIVE,45.4,293.06,1468.05,94.24
S06,W0015,2026-06-27,ACTIVE,46.74,235.46,1511.43,85.98
S06,W0015,2026-06-28,ACTIVE,46.98,257.81,1519.13,89.95
S06,W0015,2026-06-29,ACTIVE,49.34,241.82,1595.39,89.64
S06,W0015,2026-06-30,ACTIVE,44.31,257.96,1432.68,87.3
S06,W0015,2026-07-01,ACTIVE,46.98,270.26,1518.91,92.02
S06,W0015,2026-07-02,ACTIVE,51.92,228.52,1678.71,90.01
S06,W0015,2026-07-04,ACTIVE,45.69,216.32,1477.31,81.74
S06,W0015,2026-07-05,ACTIVE,51.8,246.37,1357.41,92.86
S06,W0015,2026-07-07,ACTIVE,45.4,256.13,1468.06,88.09
S06,W0015,2026-07-08,ACTIVE,53.9,267.64,1742.62,98.51
S06,W0015,2026-07-09,ACTIVE,45.78,259.01,1480.11,88.95
S06,W0015,2026-07-10,ACTIVE,41.63,226.72,1346.06,79.42
S06,W0015,2026-07-11,ACTIVE,45.27,259.02,1463.68,88.44
S06,W0015,2026-07-12,ACTIVE,50.17,220.58,1622.2,86.93
S06,W0015,2026-07-13,ACTIVE,50.45,251.24,1631.25,92.32
S06,W0015,2026-07-14,ACTIVE,49.43,236.2,1598.2,88.8
S06,W0015,2026-07-15,ACTIVE,43.16,213.12,1395.64,78.68
S06,W0015,2026-07-17,ACTIVE,46.17,238.63,1492.7,85.94
S06,W0015,2026-07-18,ACTIVE,46.74,263.9,1511.1,90.72
S06,W0015,2026-07-19,ACTIVE,48.41,228.38,1565.27,86.47
S06,W0015,2026-07-20,ACTIVE,42.89,240.98,1386.75,83.05
S06,W0015,2026-07-21,ACTIVE,49.07,243.21,1586.5,89.61
S06,W0015,2026-07-22,ACTIVE,48.5,239.16,1568.18,88.36
S06,W0015,2026-07-23,ACTIVE,51.76,254.82,1673.54,94.23
S06,W0015,2026-07-24,ACTIVE,47.32,234.93,1530.14,86.48
S06,W0015,2026-07-25,ACTIVE,49.04,234.78,1585.66,88.17
S06,W0015,2026-07-26,ACTIVE,48.73,251.34,1575.56,90.62
S06,W0015,2026-07-27,ACTIVE,46.21,235.79,1494.12,85.51
S06,W0015,2026-07-28,ACTIVE,45.89,248.26,1483.65,87.27
S06,W0015,2026-07-29,ACTIVE,47.91,237.23,1549,87.45
S06,W0015,2026-07-30,ACTIVE,43.91,246.88,1419.86,85.06
S06,W0015,2026-07-31,ACTIVE,44.63,247.16,1442.96,85.82
S06,W0015,2026-08-01,ACTIVE,44.74,224.53,1446.57,82.16
S06,W0015,2026-08-02,ACTIVE,48.4,269.09,1564.77,93.25
S06,W0015,2026-08-03,ACTIVE,45.44,239.19,1469.05,85.31
S06,W0015,2026-08-04,ACTIVE,48.29,261.74,1561.49,91.91
S06,W0015,2026-08-05,ACTIVE,48.45,224.64,1566.63,85.89
S06,W0015,2026-08-06,ACTIVE,49.65,230.37,1526.29,88.05
S06,W0015,2026-08-07,ACTIVE,50.28,219.69,1625.64,86.9
S06,W0015,2026-08-09,ACTIVE,44.35,234.12,1434.02,83.37
S06,W0015,2026-08-10,ACTIVE,46.96,241.74,1518.33,87.25
S06,W0015,2026-08-11,ACTIVE,45.96,230.14,1485.89,84.32
S06,W0015,2026-08-12,ACTIVE,46.09,241.61,1490.16,86.36
S06,W0015,2026-08-13,ACTIVE,48.71,201.13,1574.82,82.23
S06,W0015,2026-08-14,ACTIVE,48.89,221.28,1580.77,85.77
S06,W0015,2026-08-15,ACTIVE,45.94,208.63,1485.44,80.71
S06,W0015,2026-08-16,ACTIVE,49.73,253.1,1607.9,91.91
S06,W0015,2026-08-18,ACTIVE,43.91,248.65,1419.87,85.35
S06,W0015,2026-08-19,ACTIVE,45.62,246.29,1474.92,86.67
S06,W0015,2026-08-20,ACTIVE,50.91,221.96,1645.96,87.9
S06,W0015,2026-08-21,ACTIVE,45.66,217.8,1476.28,81.96
S06,W0015,2026-08-23,ACTIVE,44.38,214.03,1434.8,80.05
S06,W0015,2026-08-24,ACTIVE,44.97,205.89,1453.97,79.29
S06,W0015,2026-08-25,ACTIVE,40.39,240.47,1305.89,80.47
S06,W0015,2026-08-26,ACTIVE,48.05,241.79,1553.54,88.35
S06,W0024,2025-08-27,ACTIVE,71.82,377.77,407,134.78
S06,W0024,2025-08-28,ACTIVE,76.85,371.38,436.88,138.75
S06,W0024,2025-08-29,ACTIVE,81.52,354.99,464.96,140.69
S06,W0024,2025-08-30,ACTIVE,79.17,415.97,452.98,148.5
S06,W0024,2025-08-31,ACTIVE,79.7,364.91,457.52,140.52
S06,W0024,2025-09-01,ACTIVE,81.92,419.86,471.78,151.9
S06,W0024,2025-09-02,ACTIVE,73.51,377.24,424.74,136.38
S06,W0024,2025-09-03,ACTIVE,81.06,399.37,469.9,147.62
S06,W0024,2025-09-05,ACTIVE,84.16,382.28,491.07,147.87
S06,W0024,2025-09-06,ACTIVE,72.36,366.01,423.6,133.36
S06,W0024,2025-09-07,ACTIVE,76.48,349.4,449.22,134.71
S06,W0024,2025-09-08,ACTIVE,75.22,400.16,443.32,141.91
S06,W0024,2025-09-09,ACTIVE,72.54,411.68,428.94,141.15
S06,W0024,2025-09-10,ACTIVE,76.52,342.86,453.97,133.66
S06,W0024,2025-09-11,ACTIVE,89.14,394.41,530.63,154.88
S06,W0024,2025-09-12,ACTIVE,81.96,369.2,489.51,143.49
S06,W0024,2025-09-13,ACTIVE,78.98,370.38,473.28,140.71
S06,W0024,2025-09-14,ACTIVE,70.05,367.88,421.17,131.36
S06,W0024,2025-09-15,ACTIVE,79.89,394.55,481.96,145.65
S06,W0024,2025-09-16,ACTIVE,79.61,360.16,481.92,139.64
S06,W0024,2025-09-17,ACTIVE,77.09,387.33,468.2,141.64
S06,W0024,2025-09-18,ACTIVE,67.13,344.96,409.11,124.62
S06,W0024,2025-09-19,ACTIVE,66.93,378.29,409.26,129.98
S06,W0024,2025-09-20,ACTIVE,76.98,421.43,472.32,147.22
S06,W0024,2025-09-21,ACTIVE,75.38,368.56,464.1,136.81
S06,W0024,2025-09-22,ACTIVE,78.29,339.38,483.66,134.85
S06,W0024,2025-09-23,ACTIVE,74.41,382.4,461.28,138.14
S06,W0024,2025-09-24,ACTIVE,78.65,398.84,489.23,145.12
S06,W0024,2025-09-25,ACTIVE,71.34,357.35,445.32,130.9
S06,W0024,2025-09-26,ACTIVE,71.99,391.89,450.91,137.31
S06,W0024,2025-09-28,ACTIVE,74.67,355.47,471,133.92
S06,W0024,2025-09-29,ACTIVE,76.33,382.63,483.14,140.1
S06,W0024,2025-09-30,ACTIVE,68.68,364.9,436.2,129.5
