Site Code,Well ID,Datetime,Status,Oil (bbl),Gas (mcf),Water (bbl),BOE (bbl)
S02,W0009,2025-10-11,ACTIVE,152.85,746.75,383.08,277.31
S02,W0009,2025-10-12,ACTIVE,144.45,762.12,380.2,271.47
S02,W0009,2025-10-13,ACTIVE,147.26,827.6,370.27,285.19
S02,W0009,2025-10-14,ACTIVE,144.51,811.84,363.93,279.82
S02,W0009,2025-10-15,ACTIVE,167.9,766.88,423.52,295.71
S02,W0009,2025-10-16,ACTIVE,157.26,774.18,397.33,286.29
S02,W0009,2025-10-17,ACTIVE,143.61,842.48,363.42,284.02
S02,W0009,2025-10-18,ACTIVE,164.31,818.3,416.5,300.69
S02,W0009,2025-10-19,ACTIVE,151.45,794.69,384.52,283.9
S02,W0009,2025-10-20,ACTIVE,142.19,778.9,361.59,272.01
S02,W0009,2025-10-21,ACTIVE,152.59,809.02,388.67,287.43
S02,W0009,2025-10-22,ACTIVE,149.76,735.21,382.08,272.3
S02,W0009,2025-10-23,ACTIVE,157.49,721.36,402.46,277.72
S02,W0009,2025-10-24,ACTIVE,147.06,721.23,376.41,267.27
S02,W0009,2025-10-25,ACTIVE,166.48,812.01,426.83,301.82
S02,W0009,2025-10-26,ACTIVE,159.74,758.42,410.2,286.14
S02,W0009,2025-10-27,ACTIVE,144.51,773.66,371.7,273.45
S02,W0009,2025-10-29,ACTIVE,147.86,859.13,381.56,291.05
S02,W0009,2025-10-30,ACTIVE,164.23,789.95,424.5,295.89
S02,W0009,2025-10-31,ACTIVE,136.05,764.31,352.23,263.44
S02,W0009,2025-11-01,ACTIVE,134.61,644.39,349.07,242.01
S02,W0009,2025-11-02,ACTIVE,141.87,784.94,368.52,272.69
S02,W0009,2025-11-03,ACTIVE,170.91,786.2,444.66,301.94
S02,W0009,2025-11-04,ACTIVE,146.53,742.98,381.86,270.36
S02,W0009,2025-11-05,ACTIVE,148.77,738.98,388.34,271.93
S02,W0009,2025-11-07,ACTIVE,146.53,681.7,383.75,260.15
S02,W0009,2025-11-08,ACTIVE,160.77,794.94,421.73,293.26
S02,W0009,2025-11-09,ACTIVE,148.9,773.64,391.23,277.84
S02,W0009,2025-11-10,ACTIVE,140.4,711.67,369.51,259.01
S02,W0009,2025-11-11,ACTIVE,139.57,806.7,367.94,274.02
S02,W0009,2025-11-12,ACTIVE,146.41,759.32,386.6,272.96
S02,W0009,2025-11-13,ACTIVE,141.53,707.86,374.32,259.51
S02,W0009,2025-11-14,ACTIVE,151.15,727.68,400.44,272.43
S02,W0009,2025-11-15,ACTIVE,151.3,737.64,401.5,274.24
S02,W0009,2025-11-16,ACTIVE,156.35,622.58,415.6,260.11
S02,W0009,2025-11-17,ACTIVE,147.59,733.74,392.96,269.88
S02,W0009,2025-11-18,ACTIVE,148.38,711.8,395.7,267.01
S02,W0009,2025-11-19,ACTIVE,139.8,832.71,373.45,278.59
S02,W0009,2025-11-20,ACTIVE,136.41,726.99,365,257.58
S02,W0009,2025-11-21,ACTIVE,136.29,731.89,365.28,258.27
S02,W0009,2025-11-23,ACTIVE,156.7,857.8,421.38,299.67
S02,W0009,2025-11-24,ACTIVE,138.1,731.46,371.97,260.01
S02,W0009,2025-11-25,ACTIVE,146.97,778.81,396.53,276.77
S02,W0009,2025-11-27,ACTIVE,131.17,758.58,355.08,257.6
S02,W0009,2025-11-28,ACTIVE,144.09,760.09,390.7,270.77
S02,W0009,2025-11-30,ACTIVE,140.69,740.02,382.77,264.03
S02,W0009,2025-12-01,ACTIVE,152.69,640.53,416.12,259.45
S02,W0009,2025-12-02,ACTIVE,157.45,732.21,429.81,279.49
S02,W0009,2025-12-03,ACTIVE,146.38,721.69,400.27,266.66
S02,W0009,2025-12-04,ACTIVE,144.8,688.64,396.62,259.57
S02,W0009,2025-12-05,ACTIVE,131.94,638.16,361.99,238.3
S02,W0009,2025-12-06,ACTIVE,146.23,645.83,401.87,253.87
S02,W0009,2025-12-07,ACTIVE,141.3,677.6,388.97,254.23
S02,W0009,2025-12-08,ACTIVE,143.47,793.36,395.61,275.7
S02,W0009,2025-12-09,ACTIVE,151.49,780.14,388.96,281.51
S02,W0009,2025-12-11,ACTIVE,140.17,743.96,388.46,264.16
S02,W0009,2025-12-12,ACTIVE,137.52,688.57,381.77,252.28
S02,W0009,2025-12-13,ACTIVE,161.88,683.32,450.16,275.77
S02,W0009,2025-12-14,ACTIVE,141.58,790.69,394.37,273.36
S02,W0009,2025-12-15,ACTIVE,134.77,668.38,376.03,246.17
S02,W0009,2025-12-16,ACTIVE,147.98,709.74,413.61,266.27
S02,W0009,2025-12-17,ACTIVE,150.53,751.98,421.45,275.86
S02,W0009,2025-12-18,ACTIVE,142.8,715.92,400.48,262.12
S02,W0009,2025-12-19,ACTIVE,152.52,709.01,428.45,270.69
S02,W0009,2025-12-20,ACTIVE,130.58,720.18,367.45,250.61
S02,W0009,2025-12-21,ACTIVE,145.73,705.5,410.8,263.31
S02,W0009,2025-12-22,ACTIVE,145.06,687.3,409.6,259.61
S02,W0009,2025-12-23,ACTIVE,128.54,712.82,363.57,247.34
S02,W0009,2025-12-24,ACTIVE,131.51,704.13,372.6,248.87
S02,W0009,2025-12-25,ACTIVE,141.26,727.02,400.9,262.43
S02,W0009,2025-12-26,ACTIVE,154.71,669.76,439.83,266.34
S02,W0009,2025-12-27,ACTIVE,157.24,720.96,447.8,277.4
S02,W0009,2025-12-28,ACTIVE,131.35,615.07,374.7,233.86
S02,W0009,2025-12-29,ACTIVE,141.99,728.06,405.73,263.33
S02,W0009,2025-12-31,ACTIVE,135.21,692.83,387.7,250.68
S02,W0009,2026-01-01,ACTIVE,141.45,810.13,406.27,276.47
S02,W0009,2026-01-02,ACTIVE,134.12,671.37,385.89,246.02
S02,W0009,2026-01-03,ACTIVE,142.67,610.71,411.21,244.46
S02,W0009,2026-01-04,ACTIVE,134.75,634.41,389.04,240.49
S02,W0009,2026-01-05,ACTIVE,142.49,621.33,412.09,246.05
S02,W0009,2026-01-07,ACTIVE,133.9,701.31,388.59,250.79
S02,W0009,2026-01-09,ACTIVE,145.42,689.34,423.49,260.31
S02,W0009,2026-01-10,ACTIVE,133.14,727.56,388.4,254.4
S02,W0009,2026-01-11,ACTIVE,135.98,727.66,397.35,257.26
S02,W0009,2026-01-12,ACTIVE,135.87,725.76,397.73,256.83
S02,W0009,2026-01-14,ACTIVE,139.26,724.42,409.07,260
S02,W0009,2026-01-15,ACTIVE,137.26,671.51,403.9,249.18
S02,W0009,2026-01-16,ACTIVE,135.11,737.69,398.26,258.06
S02,W0009,2026-01-17,ACTIVE,148.41,633.16,438.24,253.94
S02,W0009,2026-01-18,ACTIVE,128.47,724.24,380,249.18
S02,W0009,2026-01-19,ACTIVE,127.22,674.06,376.97,239.56
S02,W0009,2026-01-20,ACTIVE,132.02,593.74,391.86,230.98
S02,W0009,2026-01-21,ACTIVE,123.39,742.99,366.89,247.22
S02,W0009,2026-01-22,ACTIVE,139.65,567.46,415.96,234.23
S02,W0009,2026-01-23,ACTIVE,141.5,749.19,422.23,266.37
S02,W0009,2026-01-25,ACTIVE,126.93,666.59,380.09,238.03
S02,W0009,2026-01-26,ACTIVE,143.77,652.36,431.25,252.5
S02,W0009,2026-01-27,ACTIVE,135.9,654.94,408.35,245.06
S02,W0009,2026-01-28,ACTIVE,133.93,628.5,403.14,238.68
S02,W0009,2026-01-29,ACTIVE,147.08,702.1,443.5,264.1
S02,W0009,2026-01-30,ACTIVE,147.89,724,446.73,268.56
S02,W0009,2026-02-01,ACTIVE,148.3,727.91,449.55,269.62
S02,W0009,2026-02-02,ACTIVE,131.61,767.35,399.67,259.5
S02,W0009,2026-02-03,ACTIVE,128.87,647.84,392.02,236.84
S02,W0009,2026-02-04,ACTIVE,132.7,571.69,404.4,227.98
S02,W0009,2026-02-05,ACTIVE,134.19,668.46,409.66,245.6
S02,W0009,2026-02-06,ACTIVE,133.43,740.12,408.08,256.78
S02,W0009,2026-02-07,ACTIVE,118.59,659.01,363.33,228.43
S02,W0009,2026-02-08,ACTIVE,150.45,606.46,461.76,251.53
S02,W0009,2026-02-09,ACTIVE,125.19,700.24,384.88,241.9
S02,W0009,2026-02-10,ACTIVE,129.11,719.65,397.67,249.05
S02,W0009,2026-02-11,ACTIVE,129.25,614.64,398.8,231.69
S02,W0009,2026-02-12,ACTIVE,122.67,576.31,379.17,218.72
S02,W0009,2026-02-13,ACTIVE,132.81,681.99,411.25,246.48
S02,W0009,2026-02-14,ACTIVE,131.6,667.47,408.22,242.85
S02,W0009,2026-02-15,ACTIVE,126.78,636.13,393.99,232.8
S02,W0009,2026-02-16,ACTIVE,113.77,652.3,354.17,222.49
S02,W0009,2026-02-17,ACTIVE,117.5,618.04,366.45,220.51
S02,W0009,2026-02-18,ACTIVE,121.27,584.8,378.9,218.74
S02,W0009,2026-02-19,ACTIVE,126.56,664.65,396.12,237.33
S02,W0009,2026-02-20,ACTIVE,138.77,671.64,435.1,250.71
S02,W0009,2026-02-21,ACTIVE,126.22,658.12,396.48,235.91
S02,W0009,2026-02-22,ACTIVE,135.8,654.62,427.32,244.9
S02,W0009,2026-02-23,ACTIVE,130.19,593.58,410.41,229.12
S02,W0009,2026-02-24,ACTIVE,131.74,617.06,416.05,234.58
S02,W0009,2026-02-25,ACTIVE,142.15,624.87,449.73,246.3
S02,W0009,2026-02-26,ACTIVE,130.9,610.43,414.89,232.64
S02,W0009,2026-02-27,ACTIVE,138.8,591.15,440.74,237.33
S02,W0009,2026-02-28,ACTIVE,130.53,666.94,415.23,241.69
S02,W0009,2026-03-01,ACTIVE,128.1,627.43,408.24,232.67
S02,W0009,2026-03-02,ACTIVE,132.03,584.22,421.51,229.4
S02,W0009,2026-03-03,ACTIVE,133,599,425.38,232.83
S02,W0009,2026-03-04,ACTIVE,134.27,612.51,430.22,236.36
S02,W0009,2026-03-05,ACTIVE,147.28,767.5,472.76,275.2
S02,W0009,2026-03-07,ACTIVE,130.63,639.07,420.86,237.14
S02,W0009,2026-03-08,ACTIVE,128.58,645.18,414.97,236.11
S02,W0009,2026-03-09,ACTIVE,147.88,621.33,478.15,251.44
S02,W0009,2026-03-11,ACTIVE,135.28,627.25,439.01,239.82
S02,W0009,2026-03-12,ACTIVE,119.19,626.19,387.52,223.56
S02,W0009,2026-03-13,ACTIVE,130.08,664.61,423.67,240.85
S02,W0009,2026-03-14,ACTIVE,110.74,716.06,361.34,230.08
S02,W0009,2026-03-15,ACTIVE,135.02,632.98,441.37,240.52
S02,W0009,2026-03-16,ACTIVE,133.98,730.74,438.77,255.77
S02,W0009,2026-03-18,ACTIVE,125.05,585.81,411.03,222.69
S02,W0009,2026-03-19,ACTIVE,123.32,647.52,406.12,231.24
S02,W0009,2026-03-20,ACTIVE,114.17,618.15,376.65,217.2
S02,W0009,2026-03-21,ACTIVE,118.66,760.32,392.2,245.38
S02,W0009,2026-03-22,ACTIVE,128.9,641.69,426.85,235.85
S02,W0009,2026-03-23,ACTIVE,114.24,614.49,378.98,216.66
S02,W0009,2026-03-24,ACTIVE,122.22,537.74,406.23,211.84
S02,W0009,2026-03-25,ACTIVE,124.81,643,415.6,231.98
S02,W0009,2026-03-26,ACTIVE,136.32,706.25,454.76,254.03
S02,W0009,2026-03-27,ACTIVE,121.88,675.93,407.33,234.53
S02,W0009,2026-03-28,ACTIVE,140.54,613.69,470.57,242.82
S02,W0009,2026-03-29,ACTIVE,130.38,665.7,437.38,241.33
S02,W0009,2026-03-30,ACTIVE,123.9,635.68,416.42,229.85
S02,W0009,2026-03-31,ACTIVE,115.39,650.94,388.51,223.88
S02,W0009,2026-04-01,ACTIVE,131.7,655.45,444.28,240.94
S02,W0009,2026-04-02,ACTIVE,124.78,582.52,421.7,221.87
S02,W0009,2026-04-03,ACTIVE,133.8,636.89,453.05,239.95
S02,W0009,2026-04-04,ACTIVE,132.39,660,449.13,242.39
S02,W0009,2026-04-05,ACTIVE,130.99,585.96,445.18,228.65
S02,W0009,2026-04-06,ACTIVE,143.8,589.18,489.63,242
S02,W0009,2026-04-07,ACTIVE,124.01,614.25,423.04,226.39
S02,W0009,2026-04-08,ACTIVE,121.86,629.1,416.52,226.71
S02,W0009,2026-04-09,ACTIVE,109.48,693.32,374.88,225.03
S02,W0009,2026-04-10,ACTIVE,131.87,611.71,452.42,233.82
S02,W0009,2026-04-11,ACTIVE,129.37,514.23,444.66,215.08
S02,W0009,2026-04-12,ACTIVE,128.27,608.45,441.72,229.68
S02,W0009,2026-04-13,ACTIVE,123.07,660.54,424.62,233.16
S02,W0009,2026-04-14,ACTIVE,116.69,588.66,403.34,214.8
S02,W0009,2026-04-15,ACTIVE,132.81,628.12,459.94,237.5
S02,W0009,2026-04-16,ACTIVE,139.16,578.94,482.87,235.65
S02,W0009,2026-04-17,ACTIVE,119.29,661.39,414.69,229.52
S02,W0009,2026-04-18,ACTIVE,119.6,619.7,416.56,222.88
S02,W0009,2026-04-19,ACTIVE,125.59,667.57,438.26,236.85
S02,W0009,2026-04-20,ACTIVE,114.83,528.55,401.45,202.92
S02,W0009,2026-04-21,ACTIVE,123.66,654.99,433.14,232.83
S02,W0009,2026-04-22,ACTIVE,132.56,626.35,465.22,236.95
S02,W0009,2026-04-23,ACTIVE,117.32,689.44,412.54,232.23
S02,W0009,2026-04-24,ACTIVE,130.97,618.21,461.42,234.01
S02,W0009,2026-04-25,ACTIVE,123.29,558.93,435.17,216.45
S02,W0009,2026-04-26,ACTIVE,116.83,534.83,413.15,205.97
S02,W0009,2026-04-27,ACTIVE,121.73,580.29,431.3,218.45
S02,W0009,2026-04-28,ACTIVE,127.54,546.43,452.78,218.61
S02,W0009,2026-04-29,ACTIVE,124.61,581.42,443.23,221.51
S02,W0009,2026-04-30,ACTIVE,122.24,619.41,435.61,225.48
S02,W0009,2026-05-01,ACTIVE,109.48,694.07,390.9,225.16
S02,W0009,2026-05-02,ACTIVE,140.26,621.73,501.75,243.88
S02,W0009,2026-05-03,ACTIVE,128.32,590.49,459.93,226.74
S02,W0009,2026-05-04,ACTIVE,125.71,627.16,451.48,230.24
S02,W0009,2026-05-05,ACTIVE,124.93,659.58,449.52,234.86
S02,W0009,2026-05-06,ACTIVE,115.26,685.88,415.52,229.57
S02,W0009,2026-05-07,ACTIVE,120.53,537.48,435.36,210.11
S02,W0009,2026-05-08,ACTIVE,112.78,612.56,446.42,214.87
S02,W0009,2026-05-09,ACTIVE,124.54,581.2,451.62,221.41
S02,W0009,2026-05-10,ACTIVE,121.55,612.62,441.6,223.65
S02,W0009,2026-05-11,ACTIVE,132.44,619.29,482.11,235.65
S02,W0009,2026-05-12,ACTIVE,127.88,648.15,466.4,235.9
S02,W0009,2026-05-13,ACTIVE,109.1,632.83,398.69,214.57
S02,W0009,2026-05-14,ACTIVE,121.13,597.11,443.52,220.65
S02,W0009,2026-05-15,ACTIVE,132.86,557.37,487.42,225.76
S02,W0009,2026-05-16,ACTIVE,112.79,584.61,414.62,210.23
S02,W0009,2026-05-17,ACTIVE,132.27,637.21,487.16,238.47
S02,W0009,2026-05-18,ACTIVE,108.17,613.31,399.17,210.39
S02,W0009,2026-05-19,ACTIVE,108.88,535.65,402.59,198.15
S02,W0009,2026-05-20,ACTIVE,106.57,616.57,394.81,209.33
S02,W0009,2026-05-21,ACTIVE,121.56,600.56,451.23,221.65
S02,W0009,2026-05-23,ACTIVE,126.32,714.36,470.76,245.38
S02,W0009,2026-05-24,ACTIVE,119.78,557.03,447.26,212.62
S02,W0009,2026-05-25,ACTIVE,119.63,631.32,447.6,224.85
S02,W0009,2026-05-26,ACTIVE,118.26,596.65,443.35,217.7
S02,W0009,2026-05-27,ACTIVE,120.8,598.82,453.78,220.6
S02,W0009,2026-05-28,ACTIVE,117.03,552.95,440.48,209.19
S02,W0009,2026-05-29,ACTIVE,121.44,527.72,457.99,209.39
S02,W0009,2026-05-30,ACTIVE,125.24,605.38,473.25,226.14
S02,W0009,2026-05-31,ACTIVE,115.72,594.48,438.13,214.8
S02,W0009,2026-06-01,ACTIVE,125.58,570.28,414.63,220.63
S02,W0009,2026-06-02,ACTIVE,118.59,607.66,450.81,219.87
S02,W0009,2026-06-03,ACTIVE,130.63,637.07,458.33,236.81
S02,W0009,2026-06-04,ACTIVE,111.17,559.58,424.26,204.43
S02,W0009,2026-06-05,ACTIVE,90.69,634.36,346.84,196.42
S02,W0009,2026-06-06,ACTIVE,114.31,560.43,438.03,207.71
S02,W0009,2026-06-07,ACTIVE,120.26,596.62,461.75,219.7
S02,W0009,2026-06-10,ACTIVE,119.01,558.07,459.7,212.02
S02,W0009,2026-06-11,ACTIVE,115.16,564.07,445.74,209.17
S02,W0009,2026-06-12,ACTIVE,127.01,575.6,492.6,222.94
S02,W0009,2026-06-13,ACTIVE,114.46,586.16,444.81,212.15
S02,W0009,2026-06-14,ACTIVE,123.1,511.95,479.37,208.43
S02,W0009,2026-06-15,ACTIVE,115.98,553.99,452.55,208.31
S02,W0009,2026-06-16,ACTIVE,115.19,585.71,450.36,212.81
S02,W0009,2026-06-17,ACTIVE,125.64,526.03,492.24,213.31
S02,W0009,2026-06-18,ACTIVE,124.49,610.92,488.72,226.31
S02,W0009,2026-06-19,ACTIVE,106.34,573.09,418.33,201.86
S02,W0009,2026-06-20,ACTIVE,116.86,600.49,460.66,216.94
S02,W0009,2026-06-21,ACTIVE,124.7,520.8,492.55,211.5
S02,W0009,2026-06-22,ACTIVE,116.44,573.52,460.87,212.03
S02,W0009,2026-06-23,ACTIVE,129.19,607.72,512.36,230.48
S02,W0009,2026-06-24,ACTIVE,109.44,621.14,434.9,212.96
S02,W0009,2026-06-25,ACTIVE,109.12,615.08,434.55,211.63
S02,W0009,2026-06-26,ACTIVE,113.93,611.1,454.65,215.78
S02,W0009,2026-06-27,ACTIVE,114.66,554.95,458.5,207.15
S02,W0009,2026-06-28,ACTIVE,123.73,573.08,495.76,219.24
S02,W0009,2026-06-29,ACTIVE,121.81,499.12,489.11,205
S02,W0009,2026-06-30,ACTIVE,114.88,597.88,462.18,214.53
S02,W0009,2026-07-01,ACTIVE,113.02,575.7,455.67,208.97
S02,W0009,2026-07-02,ACTIVE,105.69,625.17,427.02,209.89
S02,W0009,2026-07-03,ACTIVE,117.18,576.71,474.38,213.3
S02,W0009,2026-07-04,ACTIVE,120.29,565.44,487.98,214.53
S02,W0009,2026-07-05,ACTIVE,112.54,533.27,457.52,201.42
S02,W0009,2026-07-06,ACTIVE,99.31,542.92,404.56,189.8
S02,W0009,2026-07-07,ACTIVE,121.51,595.6,496.01,220.78
S02,W0009,2026-07-08,ACTIVE,103.45,521.88,423.16,190.43
S02,W0009,2026-07-09,ACTIVE,123.56,518.74,506.51,210.02
S02,W0009,2026-07-10,ACTIVE,102.4,492.75,420.65,184.53
S02,W0009,2026-07-11,ACTIVE,109.37,506.24,450.21,193.74
S02,W0009,2026-07-12,ACTIVE,117.71,617.96,485.54,220.7
S02,W0009,2026-07-13,ACTIVE,108.98,587.98,450.46,206.98
S02,W0009,2026-07-14,ACTIVE,115.17,586.42,477.05,212.91
S02,W0009,2026-07-15,ACTIVE,113.7,529.21,471.97,201.9
S02,W0009,2026-07-16,ACTIVE,108.83,452.74,452.72,184.29
S02,W0009,2026-07-17,ACTIVE,122.12,553.3,509.08,214.34
S02,W0009,2026-07-18,ACTIVE,117.63,536.37,491.38,207.02
S02,W0009,2026-07-19,ACTIVE,107.94,568.26,451.86,202.65
S02,W0009,2026-07-20,ACTIVE,110.15,613.45,462.06,212.39
S02,W0009,2026-07-21,ACTIVE,122.16,579.12,513.55,218.68
S02,W0009,2026-07-22,ACTIVE,116.65,504.86,491.42,200.79
S02,W0009,2026-07-23,ACTIVE,118.05,580.78,498.37,214.85
S02,W0009,2026-07-25,ACTIVE,106.11,616.16,449.87,208.8
S02,W0009,2026-07-26,ACTIVE,120.3,509.96,511.11,205.29
S02,W0009,2026-07-27,ACTIVE,120.39,501.22,512.62,203.93
S02,W0009,2026-07-28,ACTIVE,118.47,532.74,505.52,207.26
S02,W0009,2026-07-29,ACTIVE,102.27,504.7,437.28,186.39
S02,W0009,2026-07-30,ACTIVE,97.6,577.07,418.22,193.78
S02,W0009,2026-07-31,ACTIVE,116.03,577.99,498.29,212.36
S02,W0009,2026-08-01,ACTIVE,121.11,665.83,424.55,232.08
S02,W0009,2026-08-02,ACTIVE,113.41,535.17,489.15,202.61
S02,W0009,2026-08-03,ACTIVE,110.55,550.03,477.84,202.22
S02,W0009,2026-08-04,ACTIVE,115.37,598.17,499.74,215.07
S02,W0009,2026-08-06,ACTIVE,118.6,548.43,486.31,210.01
S02,W0009,2026-08-08,ACTIVE,122.55,585.25,535.45,220.09
S02,W0009,2026-08-09,ACTIVE,117.59,592.9,514.88,216.41
S02,W0009,2026-08-10,ACTIVE,112.86,614.32,495.28,215.25
S02,W0009,2026-08-11,ACTIVE,106.79,579.86,469.67,203.43
S02,W0009,2026-08-12,ACTIVE,107.59,485.56,474.21,188.52
S02,W0009,2026-08-13,ACTIVE,103.34,544.74,456.46,194.13
S02,W0009,2026-08-14,ACTIVE,108.09,524.21,478.48,195.46
S02,W0009,2026-08-15,ACTIVE,121.92,546.1,540.9,212.94
S02,W0009,2026-08-16,ACTIVE,111.99,513.72,497.92,197.61
S02,W0009,2026-08-17,ACTIVE,115.1,577.67,512.9,211.38
S02,W0009,2026-08-18,ACTIVE,108.34,477.48,483.83,187.92
S02,W0009,2026-08-19,ACTIVE,106.47,534.31,476.5,195.52
S02,W0009,2026-08-20,ACTIVE,110.05,494.94,493.62,192.54
S02,W0009,2026-08-21,ACTIVE,107.22,625.39,481.96,211.45
S02,W0009,2026-08-22,ACTIVE,119.15,538.51,536.81,208.9
S02,W0009,2026-08-23,ACTIVE,107.43,524.96,485.07,194.92
S02,W0009,2026-08-24,ACTIVE,106.1,548.14,480.12,197.46
S02,W0009,2026-08-26,ACTIVE,108.2,526.37,491.84,195.93
S02,W0016,2025-08-27,ACTIVE,151.98,671.88,354.62,263.96
S02,W0016,2025-08-28,ACTIVE,135.63,757.89,316.98,261.95
S02,W0016,2025-08-29,ACTIVE,157.7,746.89,369.13,282.18
S02,W0016,2025-08-30,ACTIVE,139.29,703.79,326.54,256.59
S02,W0016,2025-08-31,ACTIVE,156.9,736.87,368.4,279.71
S02,W0016,2025-09-01,ACTIVE,148.62,724.5,349.5,269.37
S02,W0016,2025-09-02,ACTIVE,147.49,739.74,347.4,270.78
S02,W0016,2025-09-03,ACTIVE,144.38,712.71,340.62,263.17
S02,W0016,2025-09-04,ACTIVE,166.18,781.99,392.66,296.51
S02,W0016,2025-09-05,ACTIVE,152.67,742.73,361.31,276.46
S02,W0016,2025-09-06,ACTIVE,144.63,788.68,342.82,276.08
S02,W0016,2025-09-07,ACTIVE,145.34,827.58,345.06,283.27
S02,W0016,2025-09-08,ACTIVE,139.5,792.67,331.68,271.61
S02,W0016,2025-09-09,ACTIVE,153.97,746.34,366.69,278.36
S02,W0016,2025-09-10,ACTIVE,153.19,723.85,365.4,273.83
S02,W0016,2025-09-11,ACTIVE,139.38,837.72,332.98,279
S02,W0016,2025-09-12,ACTIVE,149.67,701.38,358.14,266.57
S02,W0016,2025-09-13,ACTIVE,157.41,737.98,377.25,280.41
S02,W0016,2025-09-14,ACTIVE,157.96,717.41,379.18,277.53
S02,W0016,2025-09-15,ACTIVE,138,654.09,331.79,247.02
S02,W0016,2025-09-16,ACTIVE,143.77,597.77,346.19,243.4
S02,W0016,2025-09-17,ACTIVE,141.7,726,341.75,262.7
S02,W0016,2025-09-18,ACTIVE,145.8,678.49,352.2,258.88
S02,W0016,2025-09-19,ACTIVE,137.08,693.7,331.67,252.7
S02,W0016,2025-09-20,ACTIVE,149.24,696.91,361.67,265.39
S02,W0016,2025-09-21,ACTIVE,147.55,678.92,358.13,260.7
S02,W0016,2025-09-22,ACTIVE,139.97,750.43,340.27,265.04
S02,W0016,2025-09-23,ACTIVE,142.29,788.52,346.47,273.71
S02,W0016,2025-09-25,ACTIVE,156.2,721.08,381.55,276.38
S02,W0016,2025-09-26,ACTIVE,143.23,635.75,350.42,249.19
S02,W0016,2025-09-27,ACTIVE,145.05,728.33,355.46,266.44
S02,W0016,2025-09-28,ACTIVE,150.19,803.62,368.65,284.13
S02,W0016,2025-09-29,ACTIVE,135.9,753.88,334.11,261.55
S02,W0016,2025-09-30,ACTIVE,144.73,672.29,356.39,256.78
S02,W0016,2025-10-01,ACTIVE,138.65,751.92,341.96,263.97
S02,W0016,2025-10-02,ACTIVE,145.89,745.34,360.39,270.11
S02,W0016,2025-10-03,ACTIVE,153.13,728.54,378.87,274.55
